simulation_id;case_directory;scenario;phase;variant_combination;combination_probability;hydrology;flooding_warning;flooding_nodes;swmm_instability_warning;swmm_not_converging_percent;swmm_instability_elements;qmax_Fensterstollen_m3s;qmax_Entw_Stollen_m3s;qmax_Brunnmuehle_Teich_m3s;qmax_TWT_Portail_Est_61_665_m3s
sim_1765;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1765;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_5__1_3a-1_3a_0__1_3b-1_3b_0;0.000121541994765;T50;NO;;YES;64.98;Node Brunnm_Fassung (64.98%), Node Brunnmuehle(Teich) (64.98%), Node Fensterstollen (64.98%), Node Gischeren (64.98%), Node Schuettstein (64.98%);2.81456;0.0335785;0.478569;0.798386
sim_1766;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1766;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0;0.000506919051338;T50;NO;;YES;64.21;Node Brunnm_Fassung (64.21%), Node Brunnmuehle(Teich) (64.21%), Node Fensterstollen (64.21%), Node Gischeren (64.21%), Node Schuettstein (64.21%);2.75703;0.0341583;0.478502;0.855991
sim_1767;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1767;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0;0.000146635432761;T50;NO;;YES;61.55;Node Brunnm_Fassung (61.55%), Node Brunnmuehle(Teich) (61.55%), Node Fensterstollen (61.55%), Node Gischeren (61.55%), Node Schuettstein (61.55%);1.77234;0.0409027;0.512647;0.132305
sim_1768;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1768;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0;0.000249676547674;T50;NO;;YES;64.66;Node Brunnm_Fassung (64.66%), Node Brunnmuehle(Teich) (64.66%), Node Fensterstollen (64.66%), Node Gischeren (64.66%), Node Schuettstein (64.66%);3.10403;0.0319534;0.473251;1.43469
sim_1769;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1769;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0;0.00135625432254;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1770;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1770;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1;0.000239338998095;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1771;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1771;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2;0.000239338998095;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1772;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1772;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0;0.000239338998095;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1773;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1773;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0;0.000239338998095;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1774;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1774;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0;0.00230929790054;T50;NO;;YES;68.37;Node Brunnm_Fassung (68.37%), Node Brunnmuehle(Teich) (68.37%), Node Fensterstollen (68.37%), Node Gischeren (68.37%), Node Schuettstein (68.37%);2.83727;0.0320875;0.478701;0.544086
sim_1775;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1775;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1;0.000407523158919;T50;NO;;YES;73.01;Node Brunnm_Fassung (73.01%), Node Brunnmuehle(Teich) (73.01%), Node Fensterstollen (73.01%), Node Gischeren (73.01%), Node Schuettstein (73.01%);2.85798;0.0295705;0.478989;0.386891
sim_1776;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1776;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2;0.000407523158919;T50;NO;;YES;70.34;Node Brunnm_Fassung (70.34%), Node Brunnmuehle(Teich) (70.34%), Node Fensterstollen (70.34%), Node Gischeren (70.34%), Node Schuettstein (70.34%);2.95751;0.0298923;0.478951;0.354134
sim_1777;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1777;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0;0.000407523158919;T50;NO;;YES;68.59;Node Brunnm_Fassung (68.59%), Node Brunnmuehle(Teich) (68.59%), Node Fensterstollen (68.59%), Node Gischeren (68.59%), Node Schuettstein (68.59%);2.80485;0.0333364;0.478587;0.613258
sim_1778;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1778;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0;0.000407523158919;T50;NO;;YES;66.35;Node Brunnm_Fassung (66.35%), Node Brunnmuehle(Teich) (66.35%), Node Fensterstollen (66.35%), Node Gischeren (66.35%), Node Schuettstein (66.35%);2.82224;0.0316267;0.478761;0.460574
sim_1779;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1779;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0;0.000668005860355;T50;NO;;YES;58.13;Node Brunnm_Fassung (58.13%), Node Brunnmuehle(Teich) (58.13%), Node Fensterstollen (58.13%), Node Gischeren (58.13%), Node Schuettstein (58.13%);1.65497;0.0414543;0.512626;0.113415
sim_1780;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1780;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_1;0.000117883387122;T50;NO;;YES;62.14;Node Brunnm_Fassung (62.14%), Node Brunnmuehle(Teich) (62.14%), Node Fensterstollen (62.14%), Node Gischeren (62.14%), Node Schuettstein (62.14%);1.57363;0.0411647;0.51263;0.105243
sim_1781;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1781;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_2;0.000117883387122;T50;NO;;YES;61.47;Node Brunnm_Fassung (61.47%), Node Brunnmuehle(Teich) (61.47%), Node Fensterstollen (61.47%), Node Gischeren (61.47%), Node Schuettstein (61.47%);1.56602;0.0411278;0.512626;0.0903616
sim_1782;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1782;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_1__1_3b-1_3b_0;0.000117883387122;T50;NO;;YES;58.47;Node Brunnm_Fassung (58.47%), Node Brunnmuehle(Teich) (58.47%), Node Fensterstollen (58.47%), Node Gischeren (58.47%), Node Schuettstein (58.47%);1.77453;0.041739;0.512626;0.122392
sim_1783;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1783;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_2__1_3b-1_3b_0;0.000117883387122;T50;NO;;YES;60.29;Node Brunnm_Fassung (60.29%), Node Brunnmuehle(Teich) (60.29%), Node Fensterstollen (60.29%), Node Gischeren (60.29%), Node Schuettstein (60.29%);1.65527;0.0414534;0.512619;0.104651
sim_1784;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1784;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0;0.000297714363484;T50;NO;;YES;62.64;Node Brunnm_Fassung (62.64%), Node Brunnmuehle(Teich) (62.64%), Node Fensterstollen (62.64%), Node Gischeren (62.64%), Node Schuettstein (62.64%);1.52044;0.0392597;0.519712;0.00116961
sim_1785;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1785;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0;0.00113741538385;T50;NO;;YES;72.54;Node Brunnm_Fassung (72.54%), Node Brunnmuehle(Teich) (72.54%), Node Fensterstollen (72.54%), Node Gischeren (72.54%), Node Schuettstein (72.54%);3.21497;0.0300669;0.473458;0.915985
sim_1786;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1786;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_1;0.000200720361856;T50;NO;;YES;71.16;Node Brunnm_Fassung (71.16%), Node Brunnmuehle(Teich) (71.16%), Node Fensterstollen (71.16%), Node Gischeren (71.16%), Node Schuettstein (71.16%);3.17783;0.0298519;0.473483;0.889758
sim_1787;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1787;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_2;0.000200720361856;T50;NO;;YES;71.34;Node Brunnm_Fassung (71.34%), Node Brunnmuehle(Teich) (71.34%), Node Fensterstollen (71.34%), Node Gischeren (71.34%), Node Schuettstein (71.34%);3.08858;0.0293796;0.473535;0.712358
sim_1788;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1788;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_1__1_3b-1_3b_0;0.000200720361856;T50;NO;;YES;69.57;Node Brunnm_Fassung (69.57%), Node Brunnmuehle(Teich) (69.57%), Node Fensterstollen (69.57%), Node Gischeren (69.57%), Node Schuettstein (69.57%);3.12423;0.0320514;0.473238;1.142
sim_1789;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1789;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_2__1_3b-1_3b_0;0.000200720361856;T50;NO;;YES;69.72;Node Brunnm_Fassung (69.72%), Node Brunnmuehle(Teich) (69.72%), Node Fensterstollen (69.72%), Node Gischeren (69.72%), Node Schuettstein (69.72%);3.18468;0.0299091;0.473477;0.819599
sim_1790;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1790;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_4__1_3a-1_3a_0__1_3b-1_3b_0;0.000121541994765;T50;NO;;YES;68.53;Node Brunnm_Fassung (68.53%), Node Brunnmuehle(Teich) (68.53%), Node Fensterstollen (68.53%), Node Gischeren (68.53%), Node Schuettstein (68.53%);2.74658;0.0322376;0.478797;0.561779
sim_1791;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1791;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_5__1_3a-1_3a_0__1_3b-1_3b_0;0.000121541994765;T50;NO;;YES;68.12;Node Brunnm_Fassung (68.12%), Node Brunnmuehle(Teich) (68.12%), Node Fensterstollen (68.12%), Node Gischeren (68.12%), Node Schuettstein (68.12%);2.70694;0.032391;0.478684;0.581466
sim_1792;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1792;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0;0.000506919051338;T50;NO;;YES;67.66;Node Brunnm_Fassung (67.66%), Node Brunnmuehle(Teich) (67.66%), Node Fensterstollen (67.66%), Node Gischeren (67.66%), Node Schuettstein (67.66%);2.80699;0.0319343;0.478714;0.558903
sim_1793;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1793;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0;0.000146635432761;T50;NO;;YES;60.44;Node Brunnm_Fassung (60.44%), Node Brunnmuehle(Teich) (60.44%), Node Fensterstollen (60.44%), Node Gischeren (60.44%), Node Schuettstein (60.44%);1.91139;0.0411277;0.512654;0.122287
sim_1794;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1794;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0;0.000249676547674;T50;NO;;YES;73.37;Node Brunnm_Fassung (73.37%), Node Brunnmuehle(Teich) (73.37%), Node Fensterstollen (73.37%), Node Gischeren (73.37%), Node Schuettstein (73.37%);3.19396;0.0300146;0.473462;0.940447
sim_1795;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1795;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_3__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0;0.000320226715044;T50;NO;;YES;64.4;Node Brunnm_Fassung (64.40%), Node Brunnmuehle(Teich) (64.40%), Node Fensterstollen (64.40%), Node Gischeren (64.40%), Node Schuettstein (64.40%);1.58294;0.0373467;0.51936;0.126
sim_1796;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1796;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_3__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0;0.000545250893183;T50;NO;;YES;63.37;Node Brunnm_Fassung (63.37%), Node Brunnmuehle(Teich) (63.37%), Node Fensterstollen (63.37%), Node Gischeren (63.37%), Node Schuettstein (63.37%);2.8002;0.0367579;0.477679;1.24776
sim_1797;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1797;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_3__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0;0.000157723605917;T50;NO;;YES;63.65;Node Brunnm_Fassung (63.65%), Node Brunnmuehle(Teich) (63.65%), Node Fensterstollen (63.65%), Node Gischeren (63.65%), Node Schuettstein (63.65%);1.87996;0.0424073;0.51198;0.329358
sim_1798;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1798;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_3__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0;0.000268556410075;T50;NO;;YES;65.48;Node Brunnm_Fassung (65.48%), Node Brunnmuehle(Teich) (65.48%), Node Fensterstollen (65.48%), Node Gischeren (65.48%), Node Schuettstein (65.48%);3.08238;0.0353894;0.472317;1.9074
sim_1799;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1799;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_3__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0;0.000119689220455;T50;NO;;YES;63.96;Node Brunnm_Fassung (63.96%), Node Brunnmuehle(Teich) (63.96%), Node Fensterstollen (63.96%), Node Gischeren (63.96%), Node Schuettstein (63.96%);2.74478;0.0367164;0.47765;1.28512
sim_1800;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1800;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0;0.000239338998095;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1801;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1801;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0;0.000407523158919;T50;NO;;YES;73.01;Node Brunnm_Fassung (73.01%), Node Brunnmuehle(Teich) (73.01%), Node Fensterstollen (73.01%), Node Gischeren (73.01%), Node Schuettstein (73.01%);2.85798;0.0295705;0.478989;0.386891
sim_1802;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1802;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0;0.000117883387122;T50;NO;;YES;62.14;Node Brunnm_Fassung (62.14%), Node Brunnmuehle(Teich) (62.14%), Node Fensterstollen (62.14%), Node Gischeren (62.14%), Node Schuettstein (62.14%);1.57363;0.0411647;0.51263;0.105243
sim_1803;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1803;scenario1;1_3b;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0;0.000200720361856;T50;NO;;YES;71.16;Node Brunnm_Fassung (71.16%), Node Brunnmuehle(Teich) (71.16%), Node Fensterstollen (71.16%), Node Gischeren (71.16%), Node Schuettstein (71.16%);3.17783;0.0298519;0.473483;0.889758
sim_1804;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1804;scenario1;1_3b;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0;0.00768544116106;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1805;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1805;scenario1;1_3b;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1;0.00135625432254;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1806;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1806;scenario1;1_3b;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2;0.00135625432254;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1807;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1807;scenario1;1_3b;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3;0.000320226715044;T50;NO;;YES;66.39;Node Brunnm_Fassung (66.39%), Node Brunnmuehle(Teich) (66.39%), Node Fensterstollen (66.39%), Node Gischeren (66.39%), Node Schuettstein (66.39%);1.56664;0.0348241;0.513108;0.284702
sim_1808;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1808;scenario1;1_3b;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2;0.000239338998095;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1809;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1809;scenario1;1_3b;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0;0.00135625432254;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1810;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1810;scenario1;1_3b;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1;0.000239338998095;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
sim_1811;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_3b\sim_1811;scenario1;1_3b;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2;0.000239338998095;T50;NO;;YES;73.57;Node Brunnm_Fassung (73.57%), Node Brunnmuehle(Teich) (73.57%), Node Fensterstollen (73.57%), Node Gischeren (73.57%), Node Schuettstein (73.57%);1.69761;0.0294252;0.520828;0
