simulation_id;case_directory;scenario;phase;variant_combination;combination_probability;hydrology;flooding_warning;flooding_nodes;swmm_instability_warning;swmm_not_converging_percent;swmm_instability_elements;qmax_Fensterstollen_m3s;qmax_Entw_Stollen_m3s;qmax_Brunnmuehle_Teich_m3s;qmax_TWT_Portail_Est_61_665_m3s
sim_0011;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0011;scenario1;1_1b;1_1a-1_1a_0__1_1b-1_1b_2;0.08754966;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0012;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0012;scenario1;1_1b;1_1a-1_1a_0__1_1b-1_1b_3;0.0206714475;T50;NO;;YES;74.41;Node Brunnm_Fassung (74.41%), Node Brunnmuehle(Teich) (74.41%), Node Fensterstollen (74.41%), Node Gischeren (74.41%), Node Schuettstein (74.41%);1.76685;0.0292365;0.520435;0.0849373
sim_0013;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0013;scenario1;1_1b;1_1a-1_1a_0__1_1b-1_1b_1+1_1b_2;0.01544994;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0014;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0014;scenario1;1_1b;1_1a-1_1a_0__1_1b-1_1b_1+1_1b_3;0.0036479025;T50;NO;;YES;74.03;Node Brunnm_Fassung (74.03%), Node Brunnmuehle(Teich) (74.03%), Node Fensterstollen (74.03%), Node Gischeren (74.03%), Node Schuettstein (74.03%);1.77674;0.0292998;0.520438;0.0715773
sim_0015;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0015;scenario1;1_1b;1_1a-1_1a_0__1_1b-1_1b_2+1_1b_3;0.0036479025;T50;NO;;YES;74.59;Node Brunnm_Fassung (74.59%), Node Brunnmuehle(Teich) (74.59%), Node Fensterstollen (74.59%), Node Gischeren (74.59%), Node Schuettstein (74.59%);1.77674;0.0293;0.520443;0.0656328
sim_0016;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0016;scenario1;1_1b;1_1a-1_1a_0__1_1b-1_1b_1+1_1b_2+1_1b_3;0.0006437475;T50;NO;;YES;75.55;Node Brunnm_Fassung (75.55%), Node Brunnmuehle(Teich) (75.55%), Node Fensterstollen (75.55%), Node Gischeren (75.55%), Node Schuettstein (75.55%);1.78602;0.029322;0.520447;0.0580116
sim_0017;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0017;scenario1;1_1b;1_1a-1_1a_1__1_1b-1_1b_0;0.08754966;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0018;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0018;scenario1;1_1b;1_1a-1_1a_1__1_1b-1_1b_1;0.01544994;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0019;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0019;scenario1;1_1b;1_1a-1_1a_1__1_1b-1_1b_2;0.01544994;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0020;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0020;scenario1;1_1b;1_1a-1_1a_1__1_1b-1_1b_3;0.0036479025;T50;NO;;YES;74.17;Node Brunnm_Fassung (74.17%), Node Brunnmuehle(Teich) (74.17%), Node Fensterstollen (74.17%), Node Gischeren (74.17%), Node Schuettstein (74.17%);1.77664;0.0292992;0.520426;0.0768419
sim_0021;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0021;scenario1;1_1b;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2;0.00272646;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0022;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0022;scenario1;1_1b;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_3;0.0006437475;T50;NO;;YES;75.28;Node Brunnm_Fassung (75.28%), Node Brunnmuehle(Teich) (75.28%), Node Fensterstollen (75.28%), Node Gischeren (75.28%), Node Schuettstein (75.28%);1.7767;0.0292998;0.520438;0.0645806
sim_0023;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0023;scenario1;1_1b;1_1a-1_1a_1__1_1b-1_1b_2+1_1b_3;0.0006437475;T50;NO;;YES;73.79;Node Brunnm_Fassung (73.79%), Node Brunnmuehle(Teich) (73.79%), Node Fensterstollen (73.79%), Node Gischeren (73.79%), Node Schuettstein (73.79%);1.78633;0.0293622;0.520435;0.0592667
sim_0024;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0024;scenario1;1_1b;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3;0.0001136025;T50;NO;;YES;73.76;Node Brunnm_Fassung (73.76%), Node Brunnmuehle(Teich) (73.76%), Node Fensterstollen (73.76%), Node Gischeren (73.76%), Node Schuettstein (73.76%);1.78602;0.0293216;0.520447;0.0523203
sim_0025;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0025;scenario1;1_1b;1_1a-1_1a_2__1_1b-1_1b_0;0.08754966;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0026;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0026;scenario1;1_1b;1_1a-1_1a_2__1_1b-1_1b_1;0.01544994;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0027;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0027;scenario1;1_1b;1_1a-1_1a_2__1_1b-1_1b_2;0.01544994;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0028;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0028;scenario1;1_1b;1_1a-1_1a_2__1_1b-1_1b_3;0.0036479025;T50;NO;;YES;75.41;Node Brunnm_Fassung (75.41%), Node Brunnmuehle(Teich) (75.41%), Node Fensterstollen (75.41%), Node Gischeren (75.41%), Node Schuettstein (75.41%);1.77662;0.0292991;0.520426;0.0697718
sim_0029;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0029;scenario1;1_1b;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2;0.00272646;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0030;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0030;scenario1;1_1b;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3;0.0006437475;T50;NO;;YES;75.45;Node Brunnm_Fassung (75.45%), Node Brunnmuehle(Teich) (75.45%), Node Fensterstollen (75.45%), Node Gischeren (75.45%), Node Schuettstein (75.45%);1.78627;0.0293625;0.520429;0.0586818
sim_0031;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0031;scenario1;1_1b;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3;0.0006437475;T50;NO;;YES;74.62;Node Brunnm_Fassung (74.62%), Node Brunnmuehle(Teich) (74.62%), Node Fensterstollen (74.62%), Node Gischeren (74.62%), Node Schuettstein (74.62%);1.78633;0.0293622;0.520435;0.0537683
sim_0032;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0032;scenario1;1_1b;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3;0.0001136025;T50;NO;;YES;74.07;Node Brunnm_Fassung (74.07%), Node Brunnmuehle(Teich) (74.07%), Node Fensterstollen (74.07%), Node Gischeren (74.07%), Node Schuettstein (74.07%);1.79532;0.0293842;0.520439;0.0475086
sim_0033;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0033;scenario1;1_1b;1_1a-1_1a_3__1_1b-1_1b_0;0.00501126;T50;NO;;YES;75.83;Node Brunnm_Fassung (75.83%), Node Brunnmuehle(Teich) (75.83%), Node Fensterstollen (75.83%), Node Gischeren (75.83%), Node Schuettstein (75.83%);1.73613;0.0290405;0.520325;0.164251
sim_0034;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0034;scenario1;1_1b;1_1a-1_1a_3__1_1b-1_1b_1;0.00088434;T50;NO;;YES;75.83;Node Brunnm_Fassung (75.83%), Node Brunnmuehle(Teich) (75.83%), Node Fensterstollen (75.83%), Node Gischeren (75.83%), Node Schuettstein (75.83%);1.73613;0.0290405;0.520325;0.164251
sim_0035;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0035;scenario1;1_1b;1_1a-1_1a_3__1_1b-1_1b_2;0.00088434;T50;NO;;YES;75.83;Node Brunnm_Fassung (75.83%), Node Brunnmuehle(Teich) (75.83%), Node Fensterstollen (75.83%), Node Gischeren (75.83%), Node Schuettstein (75.83%);1.73613;0.0290405;0.520325;0.164251
sim_0036;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0036;scenario1;1_1b;1_1a-1_1a_3__1_1b-1_1b_3;0.0002088025;T50;NO;;YES;74.59;Node Brunnm_Fassung (74.59%), Node Brunnmuehle(Teich) (74.59%), Node Fensterstollen (74.59%), Node Gischeren (74.59%), Node Schuettstein (74.59%);1.80869;0.0296911;0.51984;0.239201
sim_0037;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0037;scenario1;1_1b;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2;0.00015606;T50;NO;;YES;75.83;Node Brunnm_Fassung (75.83%), Node Brunnmuehle(Teich) (75.83%), Node Fensterstollen (75.83%), Node Gischeren (75.83%), Node Schuettstein (75.83%);1.73613;0.0290405;0.520325;0.164251
sim_0038;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0038;scenario1;1_1b;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0;0.01544994;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0039;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0039;scenario1;1_1b;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1;0.00272646;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0040;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0040;scenario1;1_1b;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2;0.00272646;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0041;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0041;scenario1;1_1b;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3;0.0006437475;T50;NO;;YES;74.21;Node Brunnm_Fassung (74.21%), Node Brunnmuehle(Teich) (74.21%), Node Fensterstollen (74.21%), Node Gischeren (74.21%), Node Schuettstein (74.21%);1.78621;0.0293621;0.520417;0.0643311
sim_0042;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0042;scenario1;1_1b;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2;0.00048114;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0043;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0043;scenario1;1_1b;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3;0.0001136025;T50;NO;;YES;73.83;Node Brunnm_Fassung (73.83%), Node Brunnmuehle(Teich) (73.83%), Node Fensterstollen (73.83%), Node Gischeren (73.83%), Node Schuettstein (73.83%);1.79556;0.029425;0.520421;0.0540556
sim_0044;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0044;scenario1;1_1b;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3;0.0001136025;T50;NO;;YES;75.07;Node Brunnm_Fassung (75.07%), Node Brunnmuehle(Teich) (75.07%), Node Fensterstollen (75.07%), Node Gischeren (75.07%), Node Schuettstein (75.07%);1.79563;0.0294248;0.520427;0.0494961
sim_0045;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0045;scenario1;1_1b;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0;0.00088434;T50;NO;;YES;75.35;Node Brunnm_Fassung (75.35%), Node Brunnmuehle(Teich) (75.35%), Node Fensterstollen (75.35%), Node Gischeren (75.35%), Node Schuettstein (75.35%);1.75571;0.029166;0.520313;0.142724
sim_0046;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0046;scenario1;1_1b;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1;0.00015606;T50;NO;;YES;73.41;Node Brunnm_Fassung (73.41%), Node Brunnmuehle(Teich) (73.41%), Node Fensterstollen (73.41%), Node Gischeren (73.41%), Node Schuettstein (73.41%);1.75583;0.029166;0.520313;0.142724
sim_0047;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0047;scenario1;1_1b;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2;0.00015606;T50;NO;;YES;74.1;Node Brunnm_Fassung (74.10%), Node Brunnmuehle(Teich) (74.10%), Node Fensterstollen (74.10%), Node Gischeren (74.10%), Node Schuettstein (74.10%);1.75574;0.029166;0.520313;0.142724
sim_0048;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0048;scenario1;1_1b;1_1a-1_1a_2+1_1a_3__1_1b-1_1b_0;0.00088434;T50;NO;;YES;74.45;Node Brunnm_Fassung (74.45%), Node Brunnmuehle(Teich) (74.45%), Node Fensterstollen (74.45%), Node Gischeren (74.45%), Node Schuettstein (74.45%);1.7754;0.0292915;0.520299;0.12488
sim_0049;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0049;scenario1;1_1b;1_1a-1_1a_2+1_1a_3__1_1b-1_1b_1;0.00015606;T50;NO;;YES;74.17;Node Brunnm_Fassung (74.17%), Node Brunnmuehle(Teich) (74.17%), Node Fensterstollen (74.17%), Node Gischeren (74.17%), Node Schuettstein (74.17%);1.77544;0.0292919;0.520299;0.124881
sim_0050;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0050;scenario1;1_1b;1_1a-1_1a_2+1_1a_3__1_1b-1_1b_2;0.00015606;T50;NO;;YES;74.86;Node Brunnm_Fassung (74.86%), Node Brunnmuehle(Teich) (74.86%), Node Fensterstollen (74.86%), Node Gischeren (74.86%), Node Schuettstein (74.86%);1.77541;0.0292916;0.520299;0.12488
sim_0051;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_1b\sim_0051;scenario1;1_1b;1_1a-1_1a_1+1_1a_2+1_1a_3__1_1b-1_1b_0;0.00015606;T50;NO;;YES;74.07;Node Brunnm_Fassung (74.07%), Node Brunnmuehle(Teich) (74.07%), Node Fensterstollen (74.07%), Node Gischeren (74.07%), Node Schuettstein (74.07%);1.78504;0.0293542;0.520293;0.111707
sim_0052;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_2a\sim_0052;scenario1;1_2a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0;0.478494277708;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0053;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_2a\sim_0053;scenario1;1_2a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_1;0.00434555852611;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0054;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_2a\sim_0054;scenario1;1_2a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_2;0.00434555852611;T50;NO;;YES;76.2;Node Brunnm_Fassung (76.20%), Node Brunnmuehle(Teich) (76.20%), Node Fensterstollen (76.20%), Node Gischeren (76.20%), Node Schuettstein (76.20%);1.69419;0.0286038;0.520922;0
sim_0055;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_2a\sim_0055;scenario1;1_2a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_3;0.00434555852611;T50;NO;;YES;76.45;Node Brunnm_Fassung (76.45%), Node Brunnmuehle(Teich) (76.45%), Node Fensterstollen (76.45%), Node Gischeren (76.45%), Node Schuettstein (76.45%);1.69721;0.0287947;0.520898;0.000407958
sim_0056;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T50\1_2a\sim_0056;scenario1;1_2a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_4;0.00434555852611;T50;NO;;YES;66.71;Node Brunnm_Fassung (66.71%), Node Brunnmuehle(Teich) (66.71%), Node Fensterstollen (66.71%), Node Gischeren (66.71%), Node Schuettstein (66.71%);1.73758;0.0303711;0.490336;1.95238
