simulation_id;case_directory;scenario;phase;variant_combination;combination_probability;hydrology;flooding_warning;flooding_nodes;swmm_instability_warning;swmm_not_converging_percent;swmm_instability_elements;qmax_Fensterstollen_m3s;qmax_Entw_Stollen_m3s;qmax_Brunnmuehle_Teich_m3s;qmax_TWT_Portail_Est_61_665_m3s
sim_3515;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3515;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_4__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_0;0.000121948655906;T10;NO;;YES;50.66;Node Brunnm_Fassung (50.66%), Node Brunnmuehle(Teich) (50.66%), Node Fensterstollen (50.66%), Node Gischeren (50.66%), Node Schuettstein (50.66%);2.52172;0.0485933;0.433551;0.563645
sim_3516;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3516;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_4__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_0;0.000207642306002;T10;NO;;YES;51.8;Node Brunnm_Fassung (51.80%), Node Brunnmuehle(Teich) (51.80%), Node Fensterstollen (51.80%), Node Gischeren (51.80%), Node Schuettstein (51.80%);3.97202;0.0588776;0.408606;0.546602
sim_3517;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3517;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_0;0.00481106649209;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3518;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3518;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_1;0.000418353608008;T10;NO;;YES;50.38;Node Brunnm_Fassung (50.38%), Node Brunnmuehle(Teich) (50.38%), Node Fensterstollen (50.38%), Node Gischeren (50.38%), Node Schuettstein (50.38%);1.52403;0.0468792;0.316758;0
sim_3519;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3519;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_2;0.000418353608008;T10;YES;SonSto_porte;YES;50.07;Node Brunnm_Fassung (50.07%), Node Brunnmuehle(Teich) (50.07%), Node Fensterstollen (50.07%), Node Gischeren (50.07%), Node Schuettstein (50.07%);1.45181;0.0773178;0.434771;0.00544733
sim_3520;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3520;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_0;0.000783196870806;T10;YES;SonSto_porte;YES;38.11;Node Brunnm_Fassung (38.11%), Node Brunnmuehle(Teich) (38.11%), Node Fensterstollen (38.11%), Node Gischeren (38.11%), Node Schuettstein (38.11%);1.20281;0.0775969;0.36736;0
sim_3521;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3521;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_2__1_4b-1_4b_0;0.000783196870806;T10;NO;;YES;51.51;Node Brunnm_Fassung (51.51%), Node Brunnmuehle(Teich) (51.51%), Node Fensterstollen (51.51%), Node Gischeren (51.51%), Node Schuettstein (51.51%);1.52549;0.0483219;0.284292;0
sim_3522;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3522;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1+1_4a_2__1_4b-1_4b_0;0.000127497165015;T10;YES;SonSto_porte;YES;37.64;Node Brunnm_Fassung (37.64%), Node Brunnmuehle(Teich) (37.64%), Node Fensterstollen (37.64%), Node Gischeren (37.64%), Node Schuettstein (37.64%);1.19138;0.077593;0.248188;0
sim_3523;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3523;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_0;0.000849011733899;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3524;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3524;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_1__1_4b-1_4b_0;0.000138211212495;T10;YES;SonSto_porte;YES;38.1;Node Brunnm_Fassung (38.10%), Node Brunnmuehle(Teich) (38.10%), Node Fensterstollen (38.10%), Node Gischeren (38.10%), Node Schuettstein (38.10%);1.18852;0.0775997;0.367338;0
sim_3525;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3525;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_2__1_4b-1_4b_0;0.000138211212495;T10;NO;;YES;51.46;Node Brunnm_Fassung (51.46%), Node Brunnmuehle(Teich) (51.46%), Node Fensterstollen (51.46%), Node Gischeren (51.46%), Node Schuettstein (51.46%);1.52472;0.048351;0.284304;0
sim_3526;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3526;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_0__1_4b-1_4b_0;0.000849011733899;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3527;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3527;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_1__1_4b-1_4b_0;0.000138211212495;T10;YES;SonSto_porte;YES;39.4;Node Brunnm_Fassung (39.40%), Node Brunnmuehle(Teich) (39.40%), Node Fensterstollen (39.40%), Node Gischeren (39.40%), Node Schuettstein (39.40%);1.165;0.0776045;0.367445;0.00158487
sim_3528;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3528;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_2__1_4b-1_4b_0;0.000138211212495;T10;NO;;YES;52.29;Node Brunnm_Fassung (52.29%), Node Brunnmuehle(Teich) (52.29%), Node Fensterstollen (52.29%), Node Gischeren (52.29%), Node Schuettstein (52.29%);1.52622;0.0486467;0.284265;0.00134475
sim_3529;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3529;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_0__1_4b-1_4b_0;0.000200461103837;T10;NO;;YES;57.41;Node Brunnm_Fassung (57.41%), Node Brunnmuehle(Teich) (57.41%), Node Fensterstollen (57.41%), Node Gischeren (57.41%), Node Schuettstein (57.41%);1.51256;0.0409191;0.449084;0.226885
sim_3530;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3530;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_0__1_4b-1_4b_0;0.0001498256001;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3531;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3531;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_0;0.000849011733899;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3532;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3532;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_0;0.000138211212495;T10;YES;SonSto_porte;YES;38.1;Node Brunnm_Fassung (38.10%), Node Brunnmuehle(Teich) (38.10%), Node Fensterstollen (38.10%), Node Gischeren (38.10%), Node Schuettstein (38.10%);1.18852;0.0775997;0.367338;0
sim_3533;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3533;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_2__1_4b-1_4b_0;0.000138211212495;T10;NO;;YES;51.46;Node Brunnm_Fassung (51.46%), Node Brunnmuehle(Teich) (51.46%), Node Fensterstollen (51.46%), Node Gischeren (51.46%), Node Schuettstein (51.46%);1.52472;0.048351;0.284304;0
sim_3534;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3534;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_0;0.0001498256001;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3535;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3535;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2__1_4a-1_4a_0__1_4b-1_4b_0;0.0001498256001;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3536;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3536;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_0;0.000849011733899;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3537;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3537;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_0;0.000138211212495;T10;YES;SonSto_porte;YES;38.42;Node Brunnm_Fassung (38.42%), Node Brunnmuehle(Teich) (38.42%), Node Fensterstollen (38.42%), Node Gischeren (38.42%), Node Schuettstein (38.42%);1.16719;0.0775896;0.36738;0.00771521
sim_3538;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3538;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_2__1_4b-1_4b_0;0.000138211212495;T10;NO;;YES;51.63;Node Brunnm_Fassung (51.63%), Node Brunnmuehle(Teich) (51.63%), Node Fensterstollen (51.63%), Node Gischeren (51.63%), Node Schuettstein (51.63%);1.52321;0.0484665;0.284329;0.00693269
sim_3539;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3539;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_0;0.0001498256001;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3540;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3540;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_2__1_4a-1_4a_0__1_4b-1_4b_0;0.0001498256001;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3541;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3541;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1+1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_0;0.0001498256001;T10;NO;;YES;62.95;Node Brunnm_Fassung (62.95%), Node Brunnmuehle(Teich) (62.95%), Node Fensterstollen (62.95%), Node Gischeren (62.95%), Node Schuettstein (62.95%);1.56452;0.0372429;0.454477;0
sim_3542;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3542;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_0;0.00819181591897;T10;NO;;YES;50.28;Node Brunnm_Fassung (50.28%), Node Brunnmuehle(Teich) (50.28%), Node Fensterstollen (50.28%), Node Gischeren (50.28%), Node Schuettstein (50.28%);2.87585;0.0537618;0.428115;0
sim_3543;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3543;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_1;0.000712331819041;T10;NO;;YES;52.69;Node Brunnm_Fassung (52.69%), Node Brunnmuehle(Teich) (52.69%), Node Fensterstollen (52.69%), Node Gischeren (52.69%), Node Schuettstein (52.69%);2.85993;0.057779;0.30283;0.00231753
sim_3544;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3544;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_2;0.000712331819041;T10;YES;SonSto_porte;YES;56.7;Node Brunnm_Fassung (56.70%), Node Brunnmuehle(Teich) (56.70%), Node Fensterstollen (56.70%), Node Gischeren (56.70%), Node Schuettstein (56.70%);2.66058;0.0773838;0.411781;0
sim_3545;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3545;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_0;0.00133355142867;T10;YES;SonSto_porte;YES;37.17;Node Brunnm_Fassung (37.17%), Node Brunnmuehle(Teich) (37.17%), Node Fensterstollen (37.17%), Node Gischeren (37.17%), Node Schuettstein (37.17%);2.16645;0.0775926;0.355537;0
sim_3546;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3546;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_1;0.000115960993797;T10;YES;SonSto_porte;YES;38.96;Node Brunnm_Fassung (38.96%), Node Brunnmuehle(Teich) (38.96%), Node Fensterstollen (38.96%), Node Gischeren (38.96%), Node Schuettstein (38.96%);2.16201;0.0775936;0.265114;0
sim_3547;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3547;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_2;0.000115960993797;T10;YES;SonSto_porte;YES;37.26;Node Brunnm_Fassung (37.26%), Node Brunnmuehle(Teich) (37.26%), Node Fensterstollen (37.26%), Node Gischeren (37.26%), Node Schuettstein (37.26%);2.10128;0.0776011;0.347733;0
sim_3548;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3548;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_2__1_4b-1_4b_0;0.00133355142867;T10;NO;;YES;52.77;Node Brunnm_Fassung (52.77%), Node Brunnmuehle(Teich) (52.77%), Node Fensterstollen (52.77%), Node Gischeren (52.77%), Node Schuettstein (52.77%);2.85739;0.0583159;0.272753;0.00231475
sim_3549;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3549;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_2__1_4b-1_4b_1;0.000115960993797;T10;NO;;YES;52.92;Node Brunnm_Fassung (52.92%), Node Brunnmuehle(Teich) (52.92%), Node Fensterstollen (52.92%), Node Gischeren (52.92%), Node Schuettstein (52.92%);2.85736;0.0583159;0.272722;0.00231767
sim_3550;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3550;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_2__1_4b-1_4b_2;0.000115960993797;T10;YES;SonSto_porte;YES;55.26;Node Brunnm_Fassung (55.26%), Node Brunnmuehle(Teich) (55.26%), Node Fensterstollen (55.26%), Node Gischeren (55.26%), Node Schuettstein (55.26%);2.65525;0.0774088;0.2657;0.00618784
sim_3551;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3551;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1+1_4a_2__1_4b-1_4b_0;0.000217089767458;T10;YES;SonSto_porte;YES;36.79;Node Brunnm_Fassung (36.79%), Node Brunnmuehle(Teich) (36.79%), Node Fensterstollen (36.79%), Node Gischeren (36.79%), Node Schuettstein (36.79%);2.16105;0.0775849;0.243582;0
sim_3552;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3552;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_0;0.00144561457394;T10;NO;;YES;50.24;Node Brunnm_Fassung (50.24%), Node Brunnmuehle(Teich) (50.24%), Node Fensterstollen (50.24%), Node Gischeren (50.24%), Node Schuettstein (50.24%);2.87589;0.0538033;0.428142;0
sim_3553;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3553;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_1;0.000125705615125;T10;NO;;YES;52.3;Node Brunnm_Fassung (52.30%), Node Brunnmuehle(Teich) (52.30%), Node Fensterstollen (52.30%), Node Gischeren (52.30%), Node Schuettstein (52.30%);2.85992;0.0577887;0.302848;0.00247252
sim_3554;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3554;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_2;0.000125705615125;T10;YES;SonSto_porte;YES;56.87;Node Brunnm_Fassung (56.87%), Node Brunnmuehle(Teich) (56.87%), Node Fensterstollen (56.87%), Node Gischeren (56.87%), Node Schuettstein (56.87%);2.66058;0.0773908;0.411774;0
sim_3555;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3555;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_1__1_4b-1_4b_0;0.000235332605059;T10;YES;SonSto_porte;YES;37.16;Node Brunnm_Fassung (37.16%), Node Brunnmuehle(Teich) (37.16%), Node Fensterstollen (37.16%), Node Gischeren (37.16%), Node Schuettstein (37.16%);2.16657;0.0775895;0.355526;0
sim_3556;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3556;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_2__1_4b-1_4b_0;0.000235332605059;T10;NO;;YES;52.84;Node Brunnm_Fassung (52.84%), Node Brunnmuehle(Teich) (52.84%), Node Fensterstollen (52.84%), Node Gischeren (52.84%), Node Schuettstein (52.84%);2.85738;0.0583365;0.272715;0.00247256
sim_3557;D:\Users\ISSKA\Documents\GitHub\Twanntunnel_Hydraulic_SWMM\MASS_COMPUTATION\runs\scenario1\T10\1_4b\sim_3557;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_0__1_4b-1_4b_0;0.00144561457394;T10;NO;;YES;46.28;Node Brunnm_Fassung (46.28%), Node Brunnmuehle(Teich) (46.28%), Node Fensterstollen (46.28%), Node Gischeren (46.28%), Node Schuettstein (46.28%);2.87582;0.0560638;0.428172;0.00225866
