simulation_id;case_directory;scenario;phase;variant_combination;combination_probability;hydrology;flooding_warning;flooding_nodes;qmax_Fensterstollen_m3s;qmax_Entw_Stollen_m3s;qmax_Brunnmuehle_Teich_m3s;qmax_TWT_Portail_Est_61_665_m3s
sim_2350;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2350;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_5+1_2b_6__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0;0.000111817449409;T30;NO;;15.3407;0.00849031;0.307673;0
sim_2351;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2351;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3+1_2b_4+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000183289488855;T30;NO;;3.37575;0.0281749;0.490474;0
sim_2352;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2352;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3+1_2b_5+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000183289488855;T30;NO;;3.36746;0.0287695;0.490276;0
sim_2353;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2353;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3+1_2b_4+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000312087508051;T30;NO;;18.7039;0.0050221;0.288081;0
sim_2354;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2354;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2+1_2b_3+1_2b_5+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000312087508051;T30;NO;;18.7186;0.0050114;0.28806;0
sim_2355;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2355;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_1__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.0002925244868;T30;NO;;1.64649;0.029113;0.499949;0
sim_2356;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2356;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_1__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000498082234281;T30;NO;;15.3498;0.00852699;0.30801;0
sim_2357;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2357;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_1__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000144079224842;T30;NO;;3.36898;0.0287116;0.49029;0
sim_2358;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2358;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_1__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000245324085541;T30;NO;;18.7054;0.00497795;0.287957;0
sim_2359;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2359;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_1__1_2b-1_2b_1+1_2b_2+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000109335124598;T30;NO;;15.2904;0.00849071;0.307772;0
sim_2360;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2360;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_2__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.0002925244868;T30;NO;;1.64649;0.029113;0.499949;0
sim_2361;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2361;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_2__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000498082234281;T30;NO;;15.3498;0.00852699;0.30801;0
sim_2362;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2362;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_2__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000144079224842;T30;NO;;3.36898;0.0287116;0.49029;0
sim_2363;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2363;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_2__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000245324085541;T30;NO;;18.7054;0.00497795;0.287957;0
sim_2364;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2364;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_2__1_2b-1_2b_1+1_2b_2+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000109335124598;T30;NO;;15.2904;0.00849071;0.307772;0
sim_2365;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2365;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_3__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.0002925244868;T30;NO;;1.74766;0.0299858;0.499843;0.00973661
sim_2366;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2366;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_3__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000498082234281;T30;NO;;15.3568;0.00852694;0.307972;0.00283932
sim_2367;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2367;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_3__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000144079224842;T30;NO;;3.36316;0.0288251;0.490276;0.00929325
sim_2368;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2368;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_3__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000245324085541;T30;NO;;18.6895;0.00497792;0.287967;0.00156507
sim_2369;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2369;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_3__1_2b-1_2b_1+1_2b_2+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000109335124598;T30;NO;;15.2918;0.00849073;0.307743;0.00282724
sim_2370;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2370;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_4__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.0002925244868;T30;NO;;12.8304;0.00333326;0.322302;0.278425
sim_2371;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2371;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_4__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000498082234281;T30;NO;;16.2849;0.0192012;0.314552;2.681
sim_2372;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2372;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_4__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000144079224842;T30;NO;;7.43615;0.017043;0.392872;3.31822
sim_2373;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2373;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_4__1_2b-1_2b_1+1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000245324085541;T30;NO;;16.8234;0.0190396;0.313826;2.67343
sim_2374;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2374;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_4__1_2b-1_2b_1+1_2b_2+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000109335124598;T30;NO;;16.2955;0.0191708;0.314441;2.67985
sim_2375;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2375;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.00568415228272;T30;NO;;1.64649;0.029113;0.499949;0
sim_2376;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2376;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1;0.000925327115791;T30;NO;;23.2965;8.70316e-05;0.104511;0
sim_2377;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2377;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_2;0.000925327115791;T30;NO;;1.97922;0.0157103;0.300209;0
sim_2378;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2378;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1+1_4a_2;0.000150634646757;T30;NO;;21.7708;0.000149289;0.0886062;0
sim_2379;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2379;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0;0.00100308569695;T30;NO;;1.64649;0.029113;0.499949;0
sim_2380;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2380;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_1;0.000163293020434;T30;NO;;23.2965;8.70316e-05;0.104511;0
sim_2381;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2381;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_2;0.000163293020434;T30;NO;;1.97922;0.0157103;0.300209;0
sim_2382;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2382;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_0;0.00100308569695;T30;NO;;1.64649;0.029113;0.499949;0
sim_2383;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2383;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_1;0.000163293020434;T30;NO;;23.2965;8.70316e-05;0.104511;0
sim_2384;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2384;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_2;0.000163293020434;T30;NO;;1.97922;0.0157103;0.300209;0
sim_2385;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2385;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_0;0.000236839678447;T30;NO;;1.50502;0.0278503;0.460347;2.08409
sim_2386;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2386;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_0;0.000177015122991;T30;NO;;1.64649;0.029113;0.499949;0
sim_2387;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2387;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_0;0.00100308569695;T30;NO;;1.64649;0.029113;0.499949;0
sim_2388;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2388;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_1;0.000163293020434;T30;NO;;23.2965;8.70316e-05;0.104511;0
sim_2389;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2389;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_2;0.000163293020434;T30;NO;;1.97922;0.0157103;0.300209;0
sim_2390;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2390;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1__1_4a-1_4a_0;0.000177015122991;T30;NO;;1.64649;0.029113;0.499949;0
sim_2391;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2391;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2__1_4a-1_4a_0;0.000177015122991;T30;NO;;1.64649;0.029113;0.499949;0
sim_2392;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2392;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0;0.00100308569695;T30;NO;;1.64649;0.029113;0.499949;0
sim_2393;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2393;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_1;0.000163293020434;T30;NO;;23.2965;8.70316e-05;0.104511;0
sim_2394;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2394;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_2;0.000163293020434;T30;NO;;1.97922;0.0157103;0.300209;0
sim_2395;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2395;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_1__1_4a-1_4a_0;0.000177015122991;T30;NO;;1.64649;0.029113;0.499949;0
sim_2396;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2396;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_2__1_4a-1_4a_0;0.000177015122991;T30;NO;;1.64649;0.029113;0.499949;0
sim_2397;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2397;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1+1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0;0.000177015122991;T30;NO;;1.64649;0.029113;0.499949;0
sim_2398;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2398;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.00967842145436;T30;NO;;15.3498;0.00852699;0.30801;0
sim_2399;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2399;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1;0.00157555698094;T30;NO;;22.6593;5.46126e-05;0.0903181;0
sim_2400;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2400;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_2;0.00157555698094;T30;NO;;15.5371;0.00537567;0.213222;0
sim_2401;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2401;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1+1_4a_2;0.000256486020153;T30;NO;;21.8308;0.000144411;0.0872181;0
sim_2402;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2402;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0;0.00170795672724;T30;NO;;15.3498;0.00852699;0.30801;0
sim_2403;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2403;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_1;0.000278039467225;T30;NO;;22.6593;5.46126e-05;0.0903181;0
sim_2404;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2404;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_2;0.000278039467225;T30;NO;;15.5371;0.00537567;0.213222;0
sim_2405;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2405;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_0;0.00170795672724;T30;NO;;15.3498;0.00852699;0.30801;0
sim_2406;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2406;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_1;0.000278039467225;T30;NO;;22.6593;5.46126e-05;0.0903181;0
sim_2407;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2407;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_2;0.000278039467225;T30;NO;;15.5371;0.00537567;0.213222;0
sim_2408;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2408;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_0;0.000403267560598;T30;NO;;15.963;0.0088298;0.301754;0.465014
sim_2409;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2409;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_0;0.000301404128336;T30;NO;;15.3498;0.00852699;0.30801;0
sim_2410;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2410;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_0;0.00170795672724;T30;NO;;15.3498;0.00852699;0.30801;0
sim_2411;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2411;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_1;0.000278039467225;T30;NO;;22.6593;5.46126e-05;0.0903181;0
sim_2412;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2412;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_2;0.000278039467225;T30;NO;;15.5371;0.00537567;0.213222;0
sim_2413;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2413;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1__1_4a-1_4a_0;0.000301404128336;T30;NO;;15.3498;0.00852699;0.30801;0
sim_2414;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2414;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2__1_4a-1_4a_0;0.000301404128336;T30;NO;;15.3498;0.00852699;0.30801;0
sim_2415;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2415;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0;0.00170795672724;T30;NO;;15.3498;0.00852699;0.30801;0
sim_2416;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2416;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_1;0.000278039467225;T30;NO;;22.6593;5.46126e-05;0.0903181;0
sim_2417;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2417;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_2;0.000278039467225;T30;NO;;15.5371;0.00537567;0.213222;0
sim_2418;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T30\1_4a\sim_2418;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_1__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_1__1_4a-1_4a_0;0.000301404128336;T30;NO;;15.3498;0.00852699;0.30801;0
