simulation_id;case_directory;scenario;phase;variant_combination;combination_probability;hydrology;flooding_warning;flooding_nodes;qmax_Fensterstollen_m3s;qmax_Entw_Stollen_m3s;qmax_Brunnmuehle_Teich_m3s;qmax_TWT_Portail_Est_61_665_m3s
sim_3132;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3132;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_2__1_4b-1_4b_2;0.000657112298185;Q14_7;YES;SonSto_porte;5.11599;0.0873583;0.146107;0
sim_3133;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3133;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1+1_4a_2__1_4b-1_4b_0;0.00123017534893;Q14_7;YES;SonSto_porte;2.5567;0.0876387;0.080953;0
sim_3134;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3134;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1+1_4a_2__1_4b-1_4b_1;0.000106971769472;Q14_7;YES;SonSto_porte;2.55663;0.0876394;0.0809516;0
sim_3135;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3135;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1+1_4a_2__1_4b-1_4b_2;0.000106971769472;Q14_7;YES;SonSto_porte;2.28938;0.087819;0.0807657;0
sim_3136;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3136;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_0;0.00819181591897;Q14_7;YES;SonSto_porte;7.85815;0.0774962;0.305121;0
sim_3137;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3137;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_1;0.000712331819041;Q14_7;YES;SonSto_porte;7.74887;0.0778241;0.218897;0
sim_3138;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3138;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_2;0.000712331819041;Q14_7;YES;SonSto_porte;5.12292;0.0904304;0.207775;0
sim_3139;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3139;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_1__1_4b-1_4b_0;0.00133355142867;Q14_7;YES;SonSto_porte;2.55688;0.0885794;0.0848553;0
sim_3140;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3140;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_1__1_4b-1_4b_1;0.000115960993797;Q14_7;YES;SonSto_porte;2.55663;0.0883807;0.0840522;0
sim_3141;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3141;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_1__1_4b-1_4b_2;0.000115960993797;Q14_7;YES;SonSto_porte;2.28638;0.0884489;0.0793128;0
sim_3142;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3142;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_2__1_4b-1_4b_0;0.00133355142867;Q14_7;YES;SonSto_porte;7.89472;0.0773593;0.211808;0
sim_3143;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3143;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_2__1_4b-1_4b_1;0.000115960993797;Q14_7;YES;SonSto_porte;7.85818;0.0779427;0.211829;0
sim_3144;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3144;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_2__1_4b-1_4b_2;0.000115960993797;Q14_7;YES;SonSto_porte;5.11599;0.0873583;0.146107;0
sim_3145;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3145;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_1+1_4a_2__1_4b-1_4b_0;0.000217089767458;Q14_7;YES;SonSto_porte;2.5567;0.0876387;0.080953;0
sim_3146;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3146;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_0__1_4b-1_4b_0;0.00819181591897;Q14_7;YES;SonSto_porte;7.85815;0.0774962;0.305121;0
sim_3147;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3147;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_0__1_4b-1_4b_1;0.000712331819041;Q14_7;YES;SonSto_porte;7.74887;0.0778241;0.218897;0
sim_3148;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3148;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_0__1_4b-1_4b_2;0.000712331819041;Q14_7;YES;SonSto_porte;5.12292;0.0904304;0.207775;0
sim_3149;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3149;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_1__1_4b-1_4b_0;0.00133355142867;Q14_7;YES;SonSto_porte;2.55688;0.0885794;0.0848553;0
sim_3150;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3150;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_1__1_4b-1_4b_1;0.000115960993797;Q14_7;YES;SonSto_porte;2.55663;0.0883807;0.0840522;0
sim_3151;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3151;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_1__1_4b-1_4b_2;0.000115960993797;Q14_7;YES;SonSto_porte;2.28638;0.0884489;0.0793128;0
sim_3152;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3152;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_2__1_4b-1_4b_0;0.00133355142867;Q14_7;YES;SonSto_porte;7.89472;0.0773593;0.211808;0
sim_3153;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3153;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_2__1_4b-1_4b_1;0.000115960993797;Q14_7;YES;SonSto_porte;7.85818;0.0779427;0.211829;0
sim_3154;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3154;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_2__1_4b-1_4b_2;0.000115960993797;Q14_7;YES;SonSto_porte;5.11599;0.0873583;0.146107;0
sim_3155;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3155;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_1+1_4a_2__1_4b-1_4b_0;0.000217089767458;Q14_7;YES;SonSto_porte;2.5567;0.0876387;0.080953;0
sim_3156;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3156;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_0__1_4b-1_4b_0;0.00193417875865;Q14_7;YES;SonSto_porte;7.16085;0.0770616;0.295614;1.56032
sim_3157;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3157;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_0__1_4b-1_4b_1;0.000168189457274;Q14_7;YES;SonSto_porte;7.30059;0.0837472;0.213425;1.54487
sim_3158;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3158;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_0__1_4b-1_4b_2;0.000168189457274;Q14_7;YES;SonSto_porte;4.79531;0.0775943;0.212256;1.38995
sim_3159;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3159;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_1__1_4b-1_4b_0;0.000314866309547;Q14_7;YES;SonSto_porte;2.50184;0.0775938;0.0834773;0.805687
sim_3160;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3160;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_2__1_4b-1_4b_0;0.000314866309547;Q14_7;YES;SonSto_porte;7.88677;0.0772624;0.206325;1.52039
sim_3161;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3161;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_0__1_4b-1_4b_0;0.00144561457394;Q14_7;YES;SonSto_porte;7.85815;0.0774962;0.305121;0
sim_3162;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3162;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_0__1_4b-1_4b_1;0.000125705615125;Q14_7;YES;SonSto_porte;7.74887;0.0778241;0.218897;0
sim_3163;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3163;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_0__1_4b-1_4b_2;0.000125705615125;Q14_7;YES;SonSto_porte;5.12292;0.0904304;0.207775;0
sim_3164;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3164;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_1__1_4b-1_4b_0;0.000235332605059;Q14_7;YES;SonSto_porte;2.55688;0.0885794;0.0848553;0
sim_3165;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3165;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_2__1_4b-1_4b_0;0.000235332605059;Q14_7;YES;SonSto_porte;7.89472;0.0773593;0.211808;0
sim_3166;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3166;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_3__1_4a-1_4a_0__1_4b-1_4b_0;0.00034132566329;Q14_7;YES;SonSto_porte;7.29134;0.0768799;0.296331;0.762127
sim_3167;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3167;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2+1_3b_3__1_4a-1_4a_0__1_4b-1_4b_0;0.00034132566329;Q14_7;YES;SonSto_porte;7.26328;0.0874048;0.29871;0.649801
sim_3168;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3168;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_0;0.00819181591897;Q14_7;YES;SonSto_porte;7.85815;0.0774962;0.305121;0
sim_3169;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3169;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_1;0.000712331819041;Q14_7;YES;SonSto_porte;7.74887;0.0778241;0.218897;0
sim_3170;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3170;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_2;0.000712331819041;Q14_7;YES;SonSto_porte;5.12292;0.0904304;0.207775;0
sim_3171;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3171;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_0;0.00133355142867;Q14_7;YES;SonSto_porte;2.55688;0.0885794;0.0848553;0
sim_3172;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3172;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_1;0.000115960993797;Q14_7;YES;SonSto_porte;2.55663;0.0883807;0.0840522;0
sim_3173;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3173;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_2;0.000115960993797;Q14_7;YES;SonSto_porte;2.28638;0.0884489;0.0793128;0
sim_3174;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3174;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_2__1_4b-1_4b_0;0.00133355142867;Q14_7;YES;SonSto_porte;7.89472;0.0773593;0.211808;0
sim_3175;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3175;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_2__1_4b-1_4b_1;0.000115960993797;Q14_7;YES;SonSto_porte;7.85818;0.0779427;0.211829;0
sim_3176;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3176;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_2__1_4b-1_4b_2;0.000115960993797;Q14_7;YES;SonSto_porte;5.11599;0.0873583;0.146107;0
sim_3177;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3177;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_1+1_4a_2__1_4b-1_4b_0;0.000217089767458;Q14_7;YES;SonSto_porte;2.5567;0.0876387;0.080953;0
sim_3178;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3178;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_0;0.00144561457394;Q14_7;YES;SonSto_porte;7.85815;0.0774962;0.305121;0
sim_3179;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3179;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_1;0.000125705615125;Q14_7;YES;SonSto_porte;7.74887;0.0778241;0.218897;0
sim_3180;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3180;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1__1_4a-1_4a_0__1_4b-1_4b_2;0.000125705615125;Q14_7;YES;SonSto_porte;5.12292;0.0904304;0.207775;0
sim_3181;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3181;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1__1_4a-1_4a_1__1_4b-1_4b_0;0.000235332605059;Q14_7;YES;SonSto_porte;2.55688;0.0885794;0.0848553;0
sim_3182;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3182;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1__1_4a-1_4a_2__1_4b-1_4b_0;0.000235332605059;Q14_7;YES;SonSto_porte;7.89472;0.0773593;0.211808;0
sim_3183;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3183;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2__1_4a-1_4a_0__1_4b-1_4b_0;0.00144561457394;Q14_7;YES;SonSto_porte;7.85815;0.0774962;0.305121;0
sim_3184;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3184;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2__1_4a-1_4a_0__1_4b-1_4b_1;0.000125705615125;Q14_7;YES;SonSto_porte;7.74887;0.0778241;0.218897;0
sim_3185;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3185;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2__1_4a-1_4a_0__1_4b-1_4b_2;0.000125705615125;Q14_7;YES;SonSto_porte;5.12292;0.0904304;0.207775;0
sim_3186;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3186;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2__1_4a-1_4a_1__1_4b-1_4b_0;0.000235332605059;Q14_7;YES;SonSto_porte;2.55688;0.0885794;0.0848553;0
sim_3187;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3187;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2__1_4a-1_4a_2__1_4b-1_4b_0;0.000235332605059;Q14_7;YES;SonSto_porte;7.89472;0.0773593;0.211808;0
sim_3188;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3188;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_3__1_4a-1_4a_0__1_4b-1_4b_0;0.00034132566329;Q14_7;YES;SonSto_porte;7.50504;0.0770647;0.295616;1.34106
sim_3189;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3189;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_0__1_4b-1_4b_0;0.000255108454224;Q14_7;YES;SonSto_porte;7.85815;0.0774962;0.305121;0
sim_3190;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3190;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_0;0.00819181591897;Q14_7;YES;SonSto_porte;7.85815;0.0774962;0.305121;0
sim_3191;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3191;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_1;0.000712331819041;Q14_7;YES;SonSto_porte;7.74887;0.0778241;0.218897;0
sim_3192;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3192;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0__1_4b-1_4b_2;0.000712331819041;Q14_7;YES;SonSto_porte;5.12292;0.0904304;0.207775;0
sim_3193;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3193;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_0;0.00133355142867;Q14_7;YES;SonSto_porte;2.55688;0.0885794;0.0848553;0
sim_3194;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\1_4b\sim_3194;scenario1;1_4b;1_1a-1_1a_0__1_1b-1_1b_0__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_1__1_4b-1_4b_1;0.000115960993797;Q14_7;YES;SonSto_porte;2.55663;0.0883807;0.0840522;0
