simulation_id;case_directory;scenario;phase;variant_combination;combination_probability;hydrology;flooding_warning;flooding_nodes;swmm_instability_warning;swmm_not_converging_percent;swmm_instability_elements;qmax_Fensterstollen_m3s;qmax_Entw_Stollen_m3s;qmax_Brunnmuehle_Teich_m3s;qmax_TWT_Portail_Est_61_665_m3s
sim_2500;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2500;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_0;0.000236839678447;T3;NO;;YES;48.26;Node Brunnm_Fassung (48.26%), Node Brunnmuehle(Teich) (48.26%), Node Fensterstollen (48.26%), Node Gischeren (48.26%), Node Schuettstein (48.26%);1.41224;0.0338062;0.402709;0.18982
sim_2501;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2501;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_0;0.000177015122991;T3;NO;;YES;46.97;Node Brunnm_Fassung (46.97%), Node Brunnmuehle(Teich) (46.97%), Node Fensterstollen (46.97%), Node Gischeren (46.97%), Node Schuettstein (46.97%);1.42376;0.0335039;0.406657;0
sim_2502;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2502;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_0;0.00100308569695;T3;NO;;YES;46.97;Node Brunnm_Fassung (46.97%), Node Brunnmuehle(Teich) (46.97%), Node Fensterstollen (46.97%), Node Gischeren (46.97%), Node Schuettstein (46.97%);1.42376;0.0335039;0.406657;0
sim_2503;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2503;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_1;0.000163293020434;T3;NO;;YES;33.41;Node Brunnm_Fassung (33.41%), Node Brunnmuehle(Teich) (33.41%), Node Fensterstollen (33.41%), Node Gischeren (33.41%), Node Schuettstein (33.41%);7.85314;0.0324692;0.338603;0.000965399
sim_2504;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2504;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_2;0.000163293020434;T3;NO;;YES;45.98;Node Brunnm_Fassung (45.98%), Node Brunnmuehle(Teich) (45.98%), Node Fensterstollen (45.98%), Node Gischeren (45.98%), Node Schuettstein (45.98%);1.61855;0.020648;0.266677;0
sim_2505;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2505;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1__1_4a-1_4a_0;0.000177015122991;T3;NO;;YES;46.97;Node Brunnm_Fassung (46.97%), Node Brunnmuehle(Teich) (46.97%), Node Fensterstollen (46.97%), Node Gischeren (46.97%), Node Schuettstein (46.97%);1.42376;0.0335039;0.406657;0
sim_2506;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2506;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2__1_4a-1_4a_0;0.000177015122991;T3;NO;;YES;46.97;Node Brunnm_Fassung (46.97%), Node Brunnmuehle(Teich) (46.97%), Node Fensterstollen (46.97%), Node Gischeren (46.97%), Node Schuettstein (46.97%);1.42376;0.0335039;0.406657;0
sim_2507;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2507;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0;0.00100308569695;T3;NO;;YES;46.97;Node Brunnm_Fassung (46.97%), Node Brunnmuehle(Teich) (46.97%), Node Fensterstollen (46.97%), Node Gischeren (46.97%), Node Schuettstein (46.97%);1.42376;0.0335039;0.406657;0
sim_2508;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2508;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_1;0.000163293020434;T3;NO;;YES;32.58;Node Brunnm_Fassung (32.58%), Node Brunnmuehle(Teich) (32.58%), Node Fensterstollen (32.58%), Node Gischeren (32.58%), Node Schuettstein (32.58%);7.66994;0.0322599;0.338681;0.00552527
sim_2509;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2509;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_2;0.000163293020434;T3;NO;;YES;45.98;Node Brunnm_Fassung (45.98%), Node Brunnmuehle(Teich) (45.98%), Node Fensterstollen (45.98%), Node Gischeren (45.98%), Node Schuettstein (45.98%);1.61855;0.020648;0.266677;0
sim_2510;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2510;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_1__1_4a-1_4a_0;0.000177015122991;T3;NO;;YES;46.97;Node Brunnm_Fassung (46.97%), Node Brunnmuehle(Teich) (46.97%), Node Fensterstollen (46.97%), Node Gischeren (46.97%), Node Schuettstein (46.97%);1.42376;0.0335039;0.406657;0
sim_2511;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2511;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_2__1_3b-1_3b_2__1_4a-1_4a_0;0.000177015122991;T3;NO;;YES;46.97;Node Brunnm_Fassung (46.97%), Node Brunnmuehle(Teich) (46.97%), Node Fensterstollen (46.97%), Node Gischeren (46.97%), Node Schuettstein (46.97%);1.42376;0.0335039;0.406657;0
sim_2512;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2512;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2__1_3a-1_3a_1+1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0;0.000177015122991;T3;NO;;YES;46.97;Node Brunnm_Fassung (46.97%), Node Brunnmuehle(Teich) (46.97%), Node Fensterstollen (46.97%), Node Gischeren (46.97%), Node Schuettstein (46.97%);1.42376;0.0335039;0.406657;0
sim_2513;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2513;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.00967842145436;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2514;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2514;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1;0.00157555698094;T3;NO;;YES;80.97;Node Brunnm_Fassung (80.97%), Node Brunnmuehle(Teich) (80.97%), Node Fensterstollen (80.97%), Node Gischeren (80.97%), Node Schuettstein (80.97%);9.54672;0.0133525;0.314698;0
sim_2515;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2515;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_2;0.00157555698094;T3;NO;;YES;36.94;Node Brunnm_Fassung (36.94%), Node Brunnmuehle(Teich) (36.94%), Node Fensterstollen (36.94%), Node Gischeren (36.94%), Node Schuettstein (36.94%);3.55013;0.0213854;0.258686;0
sim_2516;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2516;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1+1_4a_2;0.000256486020153;T3;NO;;YES;78.21;Node Brunnm_Fassung (78.21%), Node Brunnmuehle(Teich) (78.21%), Node Fensterstollen (78.21%), Node Gischeren (78.21%), Node Schuettstein (78.21%);9.71711;0.00890785;0.223918;0
sim_2517;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2517;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0;0.00170795672724;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2518;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2518;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_1;0.000278039467225;T3;NO;;YES;80.97;Node Brunnm_Fassung (80.97%), Node Brunnmuehle(Teich) (80.97%), Node Fensterstollen (80.97%), Node Gischeren (80.97%), Node Schuettstein (80.97%);9.54672;0.0133525;0.314698;0
sim_2519;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2519;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_2;0.000278039467225;T3;NO;;YES;36.94;Node Brunnm_Fassung (36.94%), Node Brunnmuehle(Teich) (36.94%), Node Fensterstollen (36.94%), Node Gischeren (36.94%), Node Schuettstein (36.94%);3.55013;0.0213854;0.258686;0
sim_2520;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2520;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_0;0.00170795672724;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2521;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2521;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_1;0.000278039467225;T3;NO;;YES;80.97;Node Brunnm_Fassung (80.97%), Node Brunnmuehle(Teich) (80.97%), Node Fensterstollen (80.97%), Node Gischeren (80.97%), Node Schuettstein (80.97%);9.54672;0.0133525;0.314698;0
sim_2522;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2522;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_2;0.000278039467225;T3;NO;;YES;36.94;Node Brunnm_Fassung (36.94%), Node Brunnmuehle(Teich) (36.94%), Node Fensterstollen (36.94%), Node Gischeren (36.94%), Node Schuettstein (36.94%);3.55013;0.0213854;0.258686;0
sim_2523;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2523;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_0;0.000403267560598;T3;NO;;YES;39.38;Node Brunnm_Fassung (39.38%), Node Brunnmuehle(Teich) (39.38%), Node Fensterstollen (39.38%), Node Gischeren (39.38%), Node Schuettstein (39.38%);3.09279;0.0333725;0.381804;0.181938
sim_2524;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2524;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_0__1_3b-1_3b_1+1_3b_2__1_4a-1_4a_0;0.000301404128336;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2525;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2525;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_0;0.00170795672724;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2526;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2526;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_1;0.000278039467225;T3;NO;;YES;80.97;Node Brunnm_Fassung (80.97%), Node Brunnmuehle(Teich) (80.97%), Node Fensterstollen (80.97%), Node Gischeren (80.97%), Node Schuettstein (80.97%);9.54672;0.0133525;0.314698;0
sim_2527;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2527;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_2;0.000278039467225;T3;NO;;YES;36.94;Node Brunnm_Fassung (36.94%), Node Brunnmuehle(Teich) (36.94%), Node Fensterstollen (36.94%), Node Gischeren (36.94%), Node Schuettstein (36.94%);3.55013;0.0213854;0.258686;0
sim_2528;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2528;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_1__1_4a-1_4a_0;0.000301404128336;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2529;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2529;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1__1_3b-1_3b_2__1_4a-1_4a_0;0.000301404128336;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2530;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2530;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0;0.00170795672724;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2531;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2531;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_1;0.000278039467225;T3;NO;;YES;80.97;Node Brunnm_Fassung (80.97%), Node Brunnmuehle(Teich) (80.97%), Node Fensterstollen (80.97%), Node Gischeren (80.97%), Node Schuettstein (80.97%);9.54672;0.0133525;0.314698;0
sim_2532;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2532;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_2;0.000278039467225;T3;NO;;YES;36.94;Node Brunnm_Fassung (36.94%), Node Brunnmuehle(Teich) (36.94%), Node Fensterstollen (36.94%), Node Gischeren (36.94%), Node Schuettstein (36.94%);3.55013;0.0213854;0.258686;0
sim_2533;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2533;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_1__1_4a-1_4a_0;0.000301404128336;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2534;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2534;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_2__1_3b-1_3b_2__1_4a-1_4a_0;0.000301404128336;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2535;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2535;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_1+1_2b_2__1_3a-1_3a_1+1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0;0.000301404128336;T3;NO;;YES;37.89;Node Brunnm_Fassung (37.89%), Node Brunnmuehle(Teich) (37.89%), Node Fensterstollen (37.89%), Node Gischeren (37.89%), Node Schuettstein (37.89%);3.21234;0.0344561;0.384371;0
sim_2536;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2536;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.00279965709447;T3;NO;;YES;47.61;Node Brunnm_Fassung (47.61%), Node Brunnmuehle(Teich) (47.61%), Node Fensterstollen (47.61%), Node Gischeren (47.61%), Node Schuettstein (47.61%);2.04396;0.0332229;0.403031;0
sim_2537;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2537;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1;0.000455758131658;T3;NO;;YES;35.34;Node Brunnm_Fassung (35.34%), Node Brunnmuehle(Teich) (35.34%), Node Fensterstollen (35.34%), Node Gischeren (35.34%), Node Schuettstein (35.34%);8.39501;0.0323349;0.337059;0.000981216
sim_2538;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2538;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_2;0.000455758131658;T3;NO;;YES;43.52;Node Brunnm_Fassung (43.52%), Node Brunnmuehle(Teich) (43.52%), Node Fensterstollen (43.52%), Node Gischeren (43.52%), Node Schuettstein (43.52%);2.29433;0.0208383;0.2657;0
sim_2539;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2539;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_1__1_4a-1_4a_0;0.000494057134319;T3;NO;;YES;47.61;Node Brunnm_Fassung (47.61%), Node Brunnmuehle(Teich) (47.61%), Node Fensterstollen (47.61%), Node Gischeren (47.61%), Node Schuettstein (47.61%);2.04396;0.0332229;0.403031;0
sim_2540;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2540;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_2__1_4a-1_4a_0;0.000494057134319;T3;NO;;YES;47.61;Node Brunnm_Fassung (47.61%), Node Brunnmuehle(Teich) (47.61%), Node Fensterstollen (47.61%), Node Gischeren (47.61%), Node Schuettstein (47.61%);2.04396;0.0332229;0.403031;0
sim_2541;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2541;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_0__1_3b-1_3b_3__1_4a-1_4a_0;0.000116652378936;T3;NO;;YES;46.35;Node Brunnm_Fassung (46.35%), Node Brunnmuehle(Teich) (46.35%), Node Fensterstollen (46.35%), Node Gischeren (46.35%), Node Schuettstein (46.35%);2.0298;0.0334674;0.399257;0.18817
sim_2542;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2542;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_1__1_3b-1_3b_0__1_4a-1_4a_0;0.000494057134319;T3;NO;;YES;47.61;Node Brunnm_Fassung (47.61%), Node Brunnmuehle(Teich) (47.61%), Node Fensterstollen (47.61%), Node Gischeren (47.61%), Node Schuettstein (47.61%);2.04396;0.0332229;0.403031;0
sim_2543;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2543;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_3__1_3a-1_3a_2__1_3b-1_3b_0__1_4a-1_4a_0;0.000494057134319;T3;NO;;YES;47.61;Node Brunnm_Fassung (47.61%), Node Brunnmuehle(Teich) (47.61%), Node Fensterstollen (47.61%), Node Gischeren (47.61%), Node Schuettstein (47.61%);2.04396;0.0332229;0.403031;0
sim_2544;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2544;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_4__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000299165909617;T3;NO;;YES;48.67;Node Brunnm_Fassung (48.67%), Node Brunnmuehle(Teich) (48.67%), Node Fensterstollen (48.67%), Node Gischeren (48.67%), Node Schuettstein (48.67%);1.37332;0.0330509;0.406762;0
sim_2545;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2545;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_5__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.000299165909617;T3;NO;;YES;48.86;Node Brunnm_Fassung (48.86%), Node Brunnmuehle(Teich) (48.86%), Node Fensterstollen (48.86%), Node Gischeren (48.86%), Node Schuettstein (48.86%);1.3742;0.0332952;0.406675;0
sim_2546;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2546;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_0;0.00124774074499;T3;NO;;YES;49.32;Node Brunnm_Fassung (49.32%), Node Brunnmuehle(Teich) (49.32%), Node Fensterstollen (49.32%), Node Gischeren (49.32%), Node Schuettstein (49.32%);1.38172;0.0332953;0.406675;0
sim_2547;d:\users\isska\documents\github\twanntunnel_hydraulic_swmm\mass_computation\runs\scenario1\T3\1_4a\sim_2547;scenario1;1_4a;1_1a-1_1a_0__1_1b-1_1b_2__1_2a-1_2a_0__1_2b-1_2b_2+1_2b_6__1_3a-1_3a_0__1_3b-1_3b_0__1_4a-1_4a_1;0.000203120586393;T3;NO;;YES;34.25;Node Brunnm_Fassung (34.25%), Node Brunnmuehle(Teich) (34.25%), Node Fensterstollen (34.25%), Node Gischeren (34.25%), Node Schuettstein (34.25%);7.73793;0.0326079;0.338551;0.00133472
