simulation_id;scenario;phase;variant_combination;combination_probability;hydrology;flooding_warning;flooding_nodes;qmax_Fensterstollen_m3s;qmax_Entw_Stollen_m3s;qmax_Brunnmuehle_Teich_m3s;qmax_TWT_Portail_Est_61_665_m3s
sim_0570;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1;5.69565708046e-08;Q14_7;YES;Amont_C;1.29;0.0331;0.41;1.62
sim_0571;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2;5.69565708046e-08;Q14_7;YES;Amont_C;1.29;0.0331;0.41;1.65
sim_0572;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_3;5.69565708046e-08;Q14_7;YES;Amont_C;1.25;0.0331;0.41;1.72
sim_0573;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_4;5.69565708046e-08;Q14_7;YES;Amont_C;0.852;0.0222;0.321;9.33
sim_0574;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2;5.17264517902e-10;Q14_7;YES;Amont_C;1.29;0.0331;0.41;1.57
sim_0575;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3;5.17264517902e-10;Q14_7;YES;Amont_C;1.25;0.033;0.41;1.62
sim_0576;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_4;5.17264517902e-10;Q14_7;YES;Amont_C;0.833;0.0207;0.318;9.37
sim_0577;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3;5.17264517902e-10;Q14_7;YES;Amont_C;1.25;0.033;0.41;1.65
sim_0578;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_4;5.17264517902e-10;Q14_7;YES;Amont_C;0.799;0.0176;0.31;9.17
sim_0579;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_3+1_2a_4;5.17264517902e-10;Q14_7;YES;Amont_C;0.839;0.0222;0.321;9.34
sim_0580;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;4.6976595975e-12;Q14_7;YES;Amont_C;1.26;0.033;0.41;1.57
sim_0581;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;4.6976595975e-12;Q14_7;YES;Amont_C;0.805;0.0179;0.311;9.15
sim_0582;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;4.6976595975e-12;Q14_7;YES;Amont_C;0.82;0.0206;0.318;9.38
sim_0583;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;4.6976595975e-12;Q14_7;YES;Amont_C;0.786;0.0176;0.31;9.18
sim_0584;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;4.26629025e-14;Q14_7;YES;Amont_C;0.793;0.018;0.312;9.16
sim_0585;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_0;0.015124725;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.336
sim_0586;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1;0.000136577520995;Q14_7;YES;Amont_C;1.34;0.0296;0.416;0.164
sim_0587;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_2;0.000136577520995;Q14_7;YES;Amont_C;1.34;0.0301;0.416;0.121
sim_0588;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_3;0.000136577520995;Q14_7;YES;Amont_C;1.3;0.0294;0.416;0.336
sim_0589;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_4;0.000136577520995;Q14_7;YES;Amont_C;0.903;0.0125;0.309;7.7
sim_0590;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2;1.24036093739e-06;Q14_7;YES;Amont_C;1.45;0.0338;0.416;0.0468
sim_0591;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_3;1.24036093739e-06;Q14_7;YES;Amont_C;1.31;0.0297;0.416;0.169
sim_0592;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_4;1.24036093739e-06;Q14_7;YES;Amont_C;0.9;0.0128;0.309;7.64
sim_0593;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_3;1.24036093739e-06;Q14_7;YES;Amont_C;1.31;0.0301;0.416;0.125
sim_0594;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_4;1.24036093739e-06;Q14_7;YES;Amont_C;0.923;0.0143;0.314;7.29
sim_0595;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_3+1_2a_4;1.24036093739e-06;Q14_7;YES;Amont_C;0.889;0.0123;0.308;7.64
sim_0596;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_3;1.12646301075e-08;Q14_7;YES;Amont_C;1.42;0.0337;0.416;0.0453
sim_0597;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_4;1.12646301075e-08;Q14_7;YES;Amont_C;0.918;0.0152;0.315;7.42
sim_0598;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_3+1_2a_4;1.12646301075e-08;Q14_7;YES;Amont_C;0.887;0.0128;0.309;7.65
sim_0599;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_3+1_2a_4;1.12646301075e-08;Q14_7;YES;Amont_C;0.91;0.0142;0.313;7.28
sim_0600;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.023023925e-10;Q14_7;YES;Amont_C;0.904;0.0152;0.315;7.43
sim_0601;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_0;0.0026446662;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.331
sim_0602;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1;2.38815550997e-05;Q14_7;YES;Amont_C;1.34;0.0297;0.416;0.158
sim_0603;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_2;2.38815550997e-05;Q14_7;YES;Amont_C;1.34;0.0302;0.416;0.117
sim_0604;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_3;2.38815550997e-05;Q14_7;YES;Amont_C;1.3;0.0294;0.416;0.331
sim_0605;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_4;2.38815550997e-05;Q14_7;YES;Amont_C;0.899;0.0122;0.308;7.57
sim_0606;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2;2.16885969624e-07;Q14_7;YES;Amont_C;1.45;0.034;0.416;0.0451
sim_0607;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_3;2.16885969624e-07;Q14_7;YES;Amont_C;1.31;0.0297;0.416;0.162
sim_0608;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_4;2.16885969624e-07;Q14_7;YES;Amont_C;0.898;0.0126;0.309;7.55
sim_0609;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_3;2.16885969624e-07;Q14_7;YES;Amont_C;1.31;0.0303;0.416;0.121
sim_0610;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_4;2.16885969624e-07;Q14_7;YES;Amont_C;0.915;0.0139;0.312;7.28
sim_0611;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_3+1_2a_4;2.16885969624e-07;Q14_7;YES;Amont_C;0.886;0.0119;0.307;7.53
sim_0612;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_3;1.96970103594e-09;Q14_7;YES;Amont_C;1.42;0.0339;0.416;0.0476
sim_0613;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_4;1.96970103594e-09;Q14_7;YES;Amont_C;0.918;0.0149;0.314;7.39
sim_0614;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_3+1_2a_4;1.96970103594e-09;Q14_7;YES;Amont_C;0.885;0.0126;0.309;7.55
sim_0615;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_3+1_2a_4;1.96970103594e-09;Q14_7;YES;Amont_C;0.9;0.0138;0.312;7.28
sim_0616;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.788830406e-11;Q14_7;YES;Amont_C;0.904;0.015;0.315;7.41
sim_0617;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_0;0.0026446662;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.33
sim_0618;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1;2.38815550997e-05;Q14_7;YES;Amont_C;1.34;0.0297;0.416;0.155
sim_0619;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_2;2.38815550997e-05;Q14_7;YES;Amont_C;1.34;0.0303;0.416;0.116
sim_0620;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_3;2.38815550997e-05;Q14_7;YES;Amont_C;1.3;0.0294;0.416;0.33
sim_0621;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_4;2.38815550997e-05;Q14_7;YES;Amont_C;0.902;0.0126;0.309;7.14
sim_0622;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2;2.16885969624e-07;Q14_7;YES;Amont_C;1.45;0.034;0.416;0.0468
sim_0623;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_3;2.16885969624e-07;Q14_7;YES;Amont_C;1.31;0.0297;0.416;0.161
sim_0624;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_4;2.16885969624e-07;Q14_7;YES;Amont_C;0.902;0.0132;0.31;7.23
sim_0625;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_3;2.16885969624e-07;Q14_7;YES;Amont_C;1.31;0.0303;0.416;0.122
sim_0626;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_4;2.16885969624e-07;Q14_7;YES;Amont_C;0.907;0.0138;0.312;7.16
sim_0627;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_3+1_2a_4;2.16885969624e-07;Q14_7;YES;Amont_C;0.89;0.0125;0.309;7.12
sim_0628;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3;1.96970103594e-09;Q14_7;YES;Amont_C;1.42;0.034;0.416;0.0471
sim_0629;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_4;1.96970103594e-09;Q14_7;YES;Amont_C;0.915;0.0147;0.314;7.24
sim_0630;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_3+1_2a_4;1.96970103594e-09;Q14_7;YES;Amont_C;0.889;0.0132;0.31;7.23
sim_0631;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_3+1_2a_4;1.96970103594e-09;Q14_7;YES;Amont_C;0.895;0.0139;0.312;7.17
sim_0632;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.788830406e-11;Q14_7;YES;Amont_C;0.903;0.0148;0.314;7.25
sim_0633;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_0;0.000624435075;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.868
sim_0634;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1;5.63870050966e-06;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.805
sim_0635;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_2;5.63870050966e-06;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.718
sim_0636;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_3;5.63870050966e-06;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.879
sim_0637;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_4;5.63870050966e-06;Q14_7;YES;Amont_C;0.852;0.0134;0.306;9.62
sim_0638;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2;5.12091872723e-08;Q14_7;YES;Amont_C;1.31;0.0317;0.413;0.599
sim_0639;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_3;5.12091872723e-08;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.815
sim_0640;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_4;5.12091872723e-08;Q14_7;YES;Amont_C;0.851;0.0142;0.307;9.61
sim_0641;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_3;5.12091872723e-08;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.722
sim_0642;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_4;5.12091872723e-08;Q14_7;YES;Amont_C;0.856;0.0148;0.309;9.2
sim_0643;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_3+1_2a_4;5.12091872723e-08;Q14_7;YES;Amont_C;0.839;0.0134;0.306;9.64
sim_0644;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;4.65068300152e-10;Q14_7;YES;Amont_C;1.28;0.0317;0.413;0.609
sim_0645;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;4.65068300152e-10;Q14_7;YES;Amont_C;0.86;0.0154;0.312;9.08
sim_0646;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;4.65068300152e-10;Q14_7;YES;Amont_C;0.839;0.0142;0.307;9.62
sim_0647;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;4.65068300152e-10;Q14_7;YES;Amont_C;0.844;0.0148;0.309;9.2
sim_0648;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;4.2236273475e-12;Q14_7;YES;Amont_C;0.847;0.0155;0.312;9.09
sim_0649;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_0;0.0004667058;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.325
sim_0650;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1;4.21439207642e-06;Q14_7;YES;Amont_C;1.34;0.0297;0.416;0.149
sim_0651;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2;4.21439207642e-06;Q14_7;YES;Amont_C;1.34;0.0304;0.416;0.114
sim_0652;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_3;4.21439207642e-06;Q14_7;YES;Amont_C;1.3;0.0294;0.416;0.325
sim_0653;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_4;4.21439207642e-06;Q14_7;YES;Amont_C;0.9;0.0121;0.308;7.12
sim_0654;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2;3.82739946395e-08;Q14_7;YES;Amont_C;1.45;0.0342;0.416;0.0468
sim_0655;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_3;3.82739946395e-08;Q14_7;YES;Amont_C;1.31;0.0298;0.416;0.154
sim_0656;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_4;3.82739946395e-08;Q14_7;YES;Amont_C;0.901;0.0128;0.31;7.19
sim_0657;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_3;3.82739946395e-08;Q14_7;YES;Amont_C;1.31;0.0304;0.416;0.12
sim_0658;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_4;3.82739946395e-08;Q14_7;YES;Amont_C;0.904;0.0135;0.311;7.16
sim_0659;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_3+1_2a_4;3.82739946395e-08;Q14_7;YES;Amont_C;0.887;0.012;0.308;7.1
sim_0660;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3;3.4759430046e-10;Q14_7;YES;Amont_C;1.42;0.0342;0.416;0.0469
sim_0661;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_4;3.4759430046e-10;Q14_7;YES;Amont_C;0.915;0.0145;0.313;7.24
sim_0662;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_3+1_2a_4;3.4759430046e-10;Q14_7;YES;Amont_C;0.887;0.0128;0.31;7.2
sim_0663;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_3+1_2a_4;3.4759430046e-10;Q14_7;YES;Amont_C;0.892;0.0135;0.311;7.17
sim_0664;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;3.15675954e-12;Q14_7;YES;Amont_C;0.903;0.0146;0.314;7.26
sim_0665;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_0;0.000110194425;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.88
sim_0666;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1;9.95064795821e-07;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.837
sim_0667;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2;9.95064795821e-07;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.776
sim_0668;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_3;9.95064795821e-07;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.896
sim_0669;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_4;9.95064795821e-07;Q14_7;YES;Amont_C;0.858;0.0139;0.308;9.32
sim_0670;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2;9.036915401e-09;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.671
sim_0671;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_3;9.036915401e-09;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.847
sim_0672;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.857;0.0144;0.308;9.35
sim_0673;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_3;9.036915401e-09;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.78
sim_0674;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.857;0.0146;0.309;9.07
sim_0675;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_3+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.845;0.0139;0.308;9.33
sim_0676;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;8.20708764975e-11;Q14_7;YES;Amont_C;1.28;0.0312;0.413;0.679
sim_0677;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.861;0.0152;0.311;8.99
sim_0678;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.844;0.0144;0.308;9.35
sim_0679;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.845;0.0146;0.309;9.08
sim_0680;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;7.453460025e-13;Q14_7;YES;Amont_C;0.849;0.0152;0.311;8.99
sim_0681;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_0;0.000110194425;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.669
sim_0682;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1;9.95064795821e-07;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.639
sim_0683;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2;9.95064795821e-07;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.604
sim_0684;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_3;9.95064795821e-07;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.678
sim_0685;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_4;9.95064795821e-07;Q14_7;YES;Amont_C;0.863;0.0142;0.309;8.82
sim_0686;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2;9.036915401e-09;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.504
sim_0687;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3;9.036915401e-09;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.648
sim_0688;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.86;0.0147;0.309;8.92
sim_0689;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3;9.036915401e-09;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.607
sim_0690;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.86;0.0147;0.309;8.81
sim_0691;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_3+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.85;0.0142;0.309;8.83
sim_0692;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;8.20708764975e-11;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.512
sim_0693;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.862;0.0151;0.311;8.77
