simulation_id;scenario;phase;variant_combination;combination_probability;hydrology;flooding_warning;flooding_nodes;qmax_Fensterstollen_m3s;qmax_Entw_Stollen_m3s;qmax_Brunnmuehle_Teich_m3s;qmax_TWT_Portail_Est_61_665_m3s
sim_0318;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2;9.036915401e-09;Q14_7;YES;Amont_C;1.31;0.0315;0.413;0.776
sim_0319;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3;9.036915401e-09;Q14_7;YES;Amont_C;1.28;0.031;0.413;0.998
sim_0320;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.866;0.0149;0.31;8.49
sim_0321;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3;9.036915401e-09;Q14_7;YES;Amont_C;1.28;0.031;0.413;0.93
sim_0322;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.866;0.0148;0.31;8.12
sim_0323;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_3+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.857;0.0143;0.31;8.34
sim_0324;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;8.20708764975e-11;Q14_7;YES;Amont_C;1.28;0.0315;0.413;0.787
sim_0325;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.867;0.0154;0.312;8.09
sim_0326;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.853;0.0149;0.31;8.5
sim_0327;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.853;0.0148;0.31;8.13
sim_0328;scenario1;1_2a;1_1a-1_1a_1__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;7.453460025e-13;Q14_7;YES;Amont_C;0.855;0.0154;0.312;8.1
sim_0329;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_0;0.085706775;Q14_7;YES;Amont_C, Syst_Est_amont;1.34;0.0222;0.416;0.0147
sim_0330;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1;0.000773939285639;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.012
sim_0331;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_2;0.000773939285639;Q14_7;YES;Amont_C, Syst_Est_amont;1.34;0.0285;0.416;0.0159
sim_0332;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_3;0.000773939285639;Q14_7;YES;Amont_C, Syst_Est_amont;1.3;0.0294;0.416;0.0173
sim_0333;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_4;0.000773939285639;Q14_7;YES;Amont_C, Syst_Est_amont;0.902;0.0124;0.308;7.29
sim_0334;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2;7.02871197856e-06;Q14_7;YES;Amont_C;1.36;0.033;0.416;0.0125
sim_0335;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_3;7.02871197856e-06;Q14_7;YES;Amont_C;1.31;0.0294;0.416;0.012
sim_0336;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_4;7.02871197856e-06;Q14_7;YES;Amont_C, Syst_Est_amont;0.916;0.0133;0.312;7.14
sim_0337;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_3;7.02871197856e-06;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0285;0.416;0.0168
sim_0338;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_4;7.02871197856e-06;Q14_7;YES;Amont_C, Syst_Est_amont;0.924;0.0146;0.314;7.23
sim_0339;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_3+1_2a_4;7.02871197856e-06;Q14_7;YES;Amont_C, Syst_Est_amont;0.887;0.012;0.307;7.22
sim_0340;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_3;6.38329039425e-08;Q14_7;YES;Amont_C;1.33;0.0329;0.416;0.0126
sim_0341;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_4;6.38329039425e-08;Q14_7;YES;Amont_C;0.925;0.0163;0.319;7.24
sim_0342;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_3+1_2a_4;6.38329039425e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.903;0.0133;0.312;7.16
sim_0343;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_3+1_2a_4;6.38329039425e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.911;0.0144;0.314;7.22
sim_0344;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;5.797135575e-10;Q14_7;YES;Amont_C;0.912;0.0163;0.319;7.25
sim_0345;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_0;0.0149864418;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.0607
sim_0346;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1;0.000135328812232;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.0161
sim_0347;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_2;0.000135328812232;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.0128
sim_0348;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_3;0.000135328812232;Q14_7;YES;Amont_C;1.3;0.0294;0.416;0.0579
sim_0349;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_4;0.000135328812232;Q14_7;YES;Amont_C;0.917;0.0135;0.312;7.45
sim_0350;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2;1.22902049454e-06;Q14_7;YES;Amont_C;1.39;0.0333;0.416;0.0132
sim_0351;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_3;1.22902049454e-06;Q14_7;YES;Amont_C;1.31;0.0294;0.416;0.0157
sim_0352;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_4;1.22902049454e-06;Q14_7;YES;Amont_C;0.916;0.0133;0.312;7.25
sim_0353;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_3;1.22902049454e-06;Q14_7;YES;Amont_C;1.31;0.0294;0.416;0.0131
sim_0354;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_4;1.22902049454e-06;Q14_7;YES;Amont_C;0.923;0.0152;0.316;7.29
sim_0355;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_3+1_2a_4;1.22902049454e-06;Q14_7;YES;Amont_C;0.904;0.0134;0.312;7.42
sim_0356;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_3;1.11616392037e-08;Q14_7;YES;Amont_C;1.36;0.0332;0.416;0.0127
sim_0357;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_4;1.11616392037e-08;Q14_7;YES;Amont_C;0.92;0.0159;0.317;7.31
sim_0358;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_3+1_2a_4;1.11616392037e-08;Q14_7;YES;Amont_C;0.901;0.0133;0.312;7.24
sim_0359;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_3+1_2a_4;1.11616392037e-08;Q14_7;YES;Amont_C;0.91;0.0151;0.316;7.28
sim_0360;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.0136705634e-10;Q14_7;YES;Amont_C;0.907;0.016;0.318;7.32
sim_0361;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_0;0.0149864418;Q14_7;YES;Amont_C, Syst_Est_amont;1.34;0.0225;0.416;0.0131
sim_0362;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1;0.000135328812232;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.00932
sim_0363;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_2;0.000135328812232;Q14_7;YES;Amont_C, Syst_Est_amont;1.34;0.0288;0.416;0.0141
sim_0364;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_3;0.000135328812232;Q14_7;YES;Amont_C, Syst_Est_amont;1.3;0.0225;0.416;0.0151
sim_0365;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_4;0.000135328812232;Q14_7;YES;Amont_C, Syst_Est_amont;0.903;0.0127;0.31;6.96
sim_0366;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2;1.22902049454e-06;Q14_7;YES;Amont_C;1.39;0.0333;0.416;0.0108
sim_0367;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_3;1.22902049454e-06;Q14_7;YES;Amont_C;1.31;0.0294;0.416;0.0106
sim_0368;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_4;1.22902049454e-06;Q14_7;YES;Amont_C;0.927;0.0134;0.313;6.75
sim_0369;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_3;1.22902049454e-06;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0287;0.416;0.0141
sim_0370;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_4;1.22902049454e-06;Q14_7;YES;Amont_C, Syst_Est_amont;0.91;0.014;0.312;6.92
sim_0371;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_3+1_2a_4;1.22902049454e-06;Q14_7;YES;Amont_C, Syst_Est_amont;0.89;0.0126;0.31;6.94
sim_0372;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3;1.11616392037e-08;Q14_7;YES;Amont_C;1.36;0.0332;0.416;0.0108
sim_0373;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_4;1.11616392037e-08;Q14_7;YES;Amont_C;0.921;0.0157;0.318;6.92
sim_0374;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_3+1_2a_4;1.11616392037e-08;Q14_7;YES;Amont_C;0.914;0.0135;0.313;6.76
sim_0375;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_3+1_2a_4;1.11616392037e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.896;0.0139;0.312;6.92
sim_0376;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.0136705634e-10;Q14_7;YES;Amont_C;0.908;0.0158;0.318;6.93
sim_0377;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_0;0.003538465425;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0311;0.413;0.431
sim_0378;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1;3.19526362214e-05;Q14_7;YES;Amont_C;1.31;0.0318;0.413;0.395
sim_0379;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_2;3.19526362214e-05;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0311;0.413;0.393
sim_0380;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_3;3.19526362214e-05;Q14_7;YES;Amont_C, Syst_Est_amont;1.28;0.0311;0.413;0.44
sim_0381;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_4;3.19526362214e-05;Q14_7;YES;Amont_C, Syst_Est_amont;0.855;0.0137;0.307;9.22
sim_0382;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2;2.90185394543e-07;Q14_7;YES;Amont_C;1.31;0.0312;0.413;0.391
sim_0383;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_3;2.90185394543e-07;Q14_7;YES;Amont_C;1.28;0.0319;0.413;0.397
sim_0384;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_4;2.90185394543e-07;Q14_7;YES;Amont_C, Syst_Est_amont;0.871;0.0148;0.311;8.98
sim_0385;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_3;2.90185394543e-07;Q14_7;YES;Amont_C, Syst_Est_amont;1.28;0.0311;0.413;0.394
sim_0386;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_4;2.90185394543e-07;Q14_7;YES;Amont_C, Syst_Est_amont;0.857;0.0148;0.309;9.11
sim_0387;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_3+1_2a_4;2.90185394543e-07;Q14_7;YES;Amont_C, Syst_Est_amont;0.842;0.0137;0.307;9.23
sim_0388;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;2.6353870342e-09;Q14_7;YES;Amont_C;1.28;0.0312;0.413;0.392
sim_0389;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;2.6353870342e-09;Q14_7;YES;Amont_C;0.873;0.0158;0.314;8.81
sim_0390;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;2.6353870342e-09;Q14_7;YES;Amont_C, Syst_Est_amont;0.858;0.0148;0.311;8.98
sim_0391;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;2.6353870342e-09;Q14_7;YES;Amont_C, Syst_Est_amont;0.844;0.0149;0.309;9.11
sim_0392;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;2.39338883025e-11;Q14_7;YES;Amont_C;0.86;0.0158;0.314;8.81
sim_0393;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_0;0.0026446662;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.048
sim_0394;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1;2.38815550997e-05;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.013
sim_0395;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2;2.38815550997e-05;Q14_7;YES;Amont_C;1.34;0.0295;0.416;0.0109
sim_0396;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_3;2.38815550997e-05;Q14_7;YES;Amont_C;1.3;0.0294;0.416;0.0467
sim_0397;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_4;2.38815550997e-05;Q14_7;YES;Amont_C;0.906;0.0129;0.31;7.01
sim_0398;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2;2.16885969624e-07;Q14_7;YES;Amont_C;1.42;0.0335;0.416;0.0108
sim_0399;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_3;2.16885969624e-07;Q14_7;YES;Amont_C;1.31;0.0294;0.416;0.013
sim_0400;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_4;2.16885969624e-07;Q14_7;YES;Amont_C;0.916;0.0135;0.312;6.92
sim_0401;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_3;2.16885969624e-07;Q14_7;YES;Amont_C;1.31;0.0294;0.416;0.0105
sim_0402;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_4;2.16885969624e-07;Q14_7;YES;Amont_C;0.91;0.014;0.312;7.02
sim_0403;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_3+1_2a_4;2.16885969624e-07;Q14_7;YES;Amont_C;0.893;0.0128;0.31;7
sim_0404;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3;1.96970103594e-09;Q14_7;YES;Amont_C;1.39;0.0334;0.416;0.0107
sim_0405;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_4;1.96970103594e-09;Q14_7;YES;Amont_C;0.918;0.0153;0.316;7.03
sim_0406;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_3+1_2a_4;1.96970103594e-09;Q14_7;YES;Amont_C;0.901;0.0134;0.312;6.91
sim_0407;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_3+1_2a_4;1.96970103594e-09;Q14_7;YES;Amont_C;0.897;0.014;0.312;7.03
sim_0408;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.788830406e-11;Q14_7;YES;Amont_C;0.905;0.0154;0.316;7.04
sim_0409;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_0;0.000624435075;Q14_7;YES;Amont_C;1.31;0.0315;0.413;0.497
sim_0410;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1;5.63870050966e-06;Q14_7;YES;Amont_C;1.31;0.032;0.413;0.399
sim_0411;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2;5.63870050966e-06;Q14_7;YES;Amont_C;1.31;0.0316;0.413;0.394
sim_0412;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_3;5.63870050966e-06;Q14_7;YES;Amont_C;1.28;0.0315;0.413;0.512
sim_0413;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_4;5.63870050966e-06;Q14_7;YES;Amont_C;0.86;0.0141;0.309;9.21
sim_0414;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2;5.12091872723e-08;Q14_7;YES;Amont_C;1.31;0.032;0.413;0.326
sim_0415;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_3;5.12091872723e-08;Q14_7;YES;Amont_C;1.28;0.0322;0.413;0.403
sim_0416;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_4;5.12091872723e-08;Q14_7;YES;Amont_C;0.865;0.0146;0.31;9.11
sim_0417;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_3;5.12091872723e-08;Q14_7;YES;Amont_C;1.28;0.0316;0.413;0.396
sim_0418;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_4;5.12091872723e-08;Q14_7;YES;Amont_C;0.859;0.015;0.31;9.11
sim_0419;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_3+1_2a_4;5.12091872723e-08;Q14_7;YES;Amont_C;0.847;0.0142;0.309;9.22
sim_0420;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;4.65068300152e-10;Q14_7;YES;Amont_C;1.28;0.032;0.413;0.329
sim_0421;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;4.65068300152e-10;Q14_7;YES;Amont_C;0.868;0.0157;0.313;8.95
sim_0422;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;4.65068300152e-10;Q14_7;YES;Amont_C;0.853;0.0146;0.31;9.11
sim_0423;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;4.65068300152e-10;Q14_7;YES;Amont_C;0.846;0.0151;0.31;9.1
sim_0424;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;4.2236273475e-12;Q14_7;YES;Amont_C;0.855;0.0158;0.313;8.95
sim_0425;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_0;0.000624435075;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0311;0.413;0.217
sim_0426;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1;5.63870050966e-06;Q14_7;YES;Amont_C;1.31;0.0312;0.413;0.21
sim_0427;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2;5.63870050966e-06;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0311;0.413;0.212
sim_0428;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_3;5.63870050966e-06;Q14_7;YES;Amont_C, Syst_Est_amont;1.28;0.0311;0.413;0.223
sim_0429;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_4;5.63870050966e-06;Q14_7;YES;Amont_C, Syst_Est_amont;0.864;0.0143;0.309;8.63
sim_0430;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2;5.12091872723e-08;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0311;0.413;0.213
sim_0431;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3;5.12091872723e-08;Q14_7;YES;Amont_C;1.28;0.0313;0.413;0.212
sim_0432;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_4;5.12091872723e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.872;0.0143;0.31;8.43
sim_0433;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3;5.12091872723e-08;Q14_7;YES;Amont_C, Syst_Est_amont;1.28;0.0311;0.413;0.212
sim_0434;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_4;5.12091872723e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.861;0.0148;0.309;8.55
sim_0435;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_3+1_2a_4;5.12091872723e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.851;0.0143;0.309;8.64
sim_0436;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;4.65068300152e-10;Q14_7;YES;Amont_C, Syst_Est_amont;1.28;0.0311;0.413;0.213
sim_0437;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;4.65068300152e-10;Q14_7;YES;Amont_C;0.875;0.0154;0.314;8.35
sim_0438;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;4.65068300152e-10;Q14_7;YES;Amont_C, Syst_Est_amont;0.859;0.0143;0.31;8.44
sim_0439;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;4.65068300152e-10;Q14_7;YES;Amont_C, Syst_Est_amont;0.848;0.0148;0.309;8.55
sim_0440;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;4.2236273475e-12;Q14_7;YES;Amont_C;0.862;0.0154;0.314;8.34
sim_0441;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_0;0.000110194425;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.284
sim_0442;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1;9.95064795821e-07;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.235
sim_0443;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2;9.95064795821e-07;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.248
sim_0444;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_3;9.95064795821e-07;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.292
